ip,count
198.218.56.224,1
167.20.126.207,1
27.50.219.41,1
37.228.182.99,1
93.164.129.77,1
32.74.74.147,1
142.212.215.244,1
94.163.186.29,1
188.209.64.110,1
140.178.55.192,1
135.27.215.150,1
88.146.62.137,1
45.48.62.103,1
37.187.167.38,1
79.184.244.220,1
14.132.182.130,1
28.24.18.209,1
190.215.53.140,1
55.129.88.252,1
47.153.11.210,1
176.252.238.111,1
65.159.181.239,1
187.221.210.151,1
130.195.213.176,1
41.63.26.249,1
111.101.22.153,1
67.249.23.170,1
96.204.229.37,1
40.25.240.8,1
16.232.43.164,1
213.170.226.94,1
141.13.147.80,1
204.250.91.110,1
23.213.252.129,1
149.198.200.21,1
143.36.236.253,1
207.34.31.73,1
212.165.251.11,1
214.11.243.7,1
3.221.64.209,1
21.2.117.248,1
65.107.159.194,1
101.60.144.74,1
85.133.147.219,1
166.14.158.111,1
28.137.254.86,1
121.132.225.96,1
131.226.117.126,1
206.235.30.25,1
142.63.170.204,1
110.150.118.76,1
15.211.19.212,1
183.255.49.145,1
143.33.131.123,1
113.9.28.241,1
165.113.40.1,1
148.245.154.240,1
44.140.181.223,1
179.50.162.107,1
100.172.175.117,1
196.57.176.127,1
89.38.220.197,1
133.154.123.39,1
15.152.92.235,1
86.139.111.243,1
207.183.231.80,1
175.102.173.197,1
112.166.199.201,1
79.206.246.3,1
152.253.205.146,1
11.208.253.166,1
67.72.113.230,1
17.37.63.206,1
39.248.143.39,1
133.80.196.109,1
83.44.28.134,1
71.60.108.213,1
221.138.94.5,1
137.228.201.71,1
84.193.251.87,1
65.11.235.77,1
34.113.63.53,1
177.16.46.76,1
200.113.18.46,1
115.34.115.27,1
14.232.123.252,1
2.100.39.91,1
4.71.93.26,1
167.125.227.163,1
23.148.102.128,1
172.210.32.115,1
177.45.104.137,1
161.14.185.145,1
177.212.23.226,1
52.114.185.22,1
46.200.187.60,1
206.211.55.255,1
60.183.16.73,1
103.131.125.130,1
206.132.190.78,1
188.124.167.100,1
221.10.225.86,1
54.150.174.34,1
96.155.55.199,1
86.132.223.103,1
78.175.173.195,1
85.99.207.159,1
190.44.228.180,1
12.241.169.128,1
110.103.251.12,1
84.234.51.152,1
75.20.139.107,1
141.156.1.252,1
130.4.124.143,1
210.142.142.214,1
7.143.56.115,1
71.111.213.236,1
68.149.163.38,1
31.174.213.78,1
94.156.249.193,1
146.2.125.204,1
183.42.58.212,1
188.28.220.48,1
135.251.157.136,1
172.104.136.244,1
143.215.152.194,1
142.204.52.13,1
218.206.221.188,1
196.249.55.124,1
54.35.13.155,1
129.181.47.167,1
46.208.6.210,1
92.77.162.103,1
62.185.2.179,1
48.129.225.138,1
22.254.149.45,1
51.108.147.41,1
27.124.250.220,1
52.154.98.15,1
5.17.6.154,1
135.40.175.64,1
166.218.143.156,1
73.210.97.132,1
108.56.53.105,1
172.17.194.187,1
161.247.45.140,1
137.233.26.118,1
25.177.225.144,1
114.10.233.213,1
222.240.165.93,1
60.162.53.199,1
123.177.46.159,1
160.43.248.131,1
167.154.123.142,1
6.217.82.187,1
154.33.160.239,1
106.77.182.102,1
42.248.127.2,1
178.89.187.220,1
192.235.117.230,1
181.216.143.14,1
216.13.83.101,1
131.241.172.91,1
194.77.147.106,1
214.45.182.73,1
181.29.112.110,1
202.173.144.49,1
175.18.126.180,1
218.233.255.134,1
217.60.54.126,1
200.10.40.139,1
190.231.195.95,1
38.120.243.196,1
198.64.198.181,1
151.56.182.123,1
154.64.153.73,1
37.14.53.91,1
134.64.98.195,1
47.85.215.229,1
53.221.226.0,1
155.209.223.83,1
61.49.185.158,1
12.235.137.95,1
166.34.120.158,1
175.165.106.126,1
58.144.86.175,1
137.213.27.3,1
205.143.96.135,1
23.3.234.230,1
71.115.148.228,1
179.155.124.177,1
157.235.136.39,1
68.119.228.74,1
72.88.19.203,1
128.50.186.229,1
211.104.164.216,1
183.172.60.209,1
2.100.76.252,1
86.33.8.115,1
119.9.89.117,1
107.173.239.47,1
221.223.234.79,1
166.228.146.247,1
202.53.170.201,1
36.30.101.224,1
79.12.185.225,1
92.220.247.39,1
32.226.221.231,1
115.104.135.190,1
113.133.252.109,1
106.86.72.207,1
140.136.145.217,1
183.27.201.130,1
191.128.157.58,1
96.105.220.159,1
78.253.221.137,1
123.25.235.34,1
180.61.55.14,1
51.125.201.177,1
52.96.113.239,1
201.70.232.250,1
100.43.92.142,1
206.38.172.66,1
94.66.11.74,1
117.46.228.18,1
131.147.70.205,1
205.165.188.73,1
83.155.112.154,1
26.181.183.155,1
187.212.10.117,1
204.6.57.64,1
216.58.5.183,1
212.105.65.247,1
174.7.17.162,1
151.236.222.239,1
42.11.184.190,1
12.72.60.180,1
76.22.255.37,1
135.170.104.121,1
166.201.190.204,1
13.71.96.21,1
116.19.205.150,1
173.49.97.235,1
198.61.133.23,1
8.102.6.11,1
30.207.59.24,1
140.183.236.61,1
179.238.201.68,1
91.212.57.94,1
90.120.163.80,1
44.136.139.75,1
8.149.111.46,1
168.197.32.198,1
114.178.194.112,1
88.199.228.93,1
93.87.150.73,1
128.151.120.97,1
111.35.70.170,1
123.226.86.240,1
200.243.117.212,1
171.27.173.164,1
202.218.21.198,1
110.124.139.6,1
93.127.74.199,1
124.203.68.144,1
17.34.236.37,1
59.64.203.201,1
165.119.99.193,1
70.100.88.196,1
149.20.4.180,1
81.213.161.87,1
94.227.251.67,1
59.184.98.215,1
169.199.97.173,1
40.204.102.88,1
172.204.46.15,1
217.4.206.213,1
1.210.92.152,1
103.183.175.234,1
35.144.31.129,1
131.203.174.151,1
34.113.168.177,1
82.43.1.60,1
141.122.88.77,1
68.0.115.23,1
88.162.183.171,1
44.139.108.190,1
125.138.123.238,1
111.135.192.197,1
107.140.27.157,1
170.218.190.166,1
189.207.205.164,1
152.45.151.196,1
93.23.64.163,1
207.56.41.191,1
11.124.19.125,1
9.255.139.252,1
139.92.253.146,1
172.62.175.73,1
95.21.90.129,1
146.196.237.119,1
187.225.214.78,1
75.195.186.12,1
201.188.76.200,1
34.199.251.39,1
66.65.99.9,1
160.124.39.8,1
74.221.41.105,1
103.212.176.155,1
171.39.137.9,1
68.4.13.114,1
145.73.130.205,1
66.53.153.252,1
203.128.9.184,1
121.45.244.16,1
18.138.132.35,1
43.236.235.191,1
132.38.139.13,1
134.197.88.112,1
172.167.23.143,1
123.231.10.170,1
212.197.131.137,1
47.159.202.54,1
128.201.57.187,1
219.22.21.244,1
20.99.117.191,1
40.179.225.69,1
7.93.187.187,1
110.214.123.97,1
214.104.74.58,1
55.44.216.38,1
145.186.163.233,1
212.109.219.184,1
183.95.192.15,1
34.177.81.186,1
173.74.156.230,1
124.12.226.51,1
196.225.98.239,1
89.85.40.100,1
45.89.35.117,1
57.54.145.16,1
119.83.32.125,1
66.103.241.20,1
174.134.31.64,1
121.234.176.141,1
92.246.251.85,1
10.49.3.228,1
159.255.43.9,1
162.10.2.101,1
181.114.134.119,1
122.130.15.167,1
56.119.234.217,1
99.14.52.40,1
103.135.106.9,1
167.87.21.70,1
36.10.161.148,1
150.73.211.37,1
221.91.153.153,1
2.216.10.196,1
42.152.89.15,1
136.183.182.114,1
209.85.179.9,1
97.173.82.86,1
171.247.183.46,1
216.130.77.173,1
145.102.33.50,1
149.93.162.12,1
80.23.121.27,1
15.124.24.159,1
117.172.243.197,1
222.117.199.236,1
120.87.157.251,1
120.33.186.8,1
38.254.95.23,1
25.244.136.169,1
193.112.189.237,1
195.159.155.131,1
110.122.252.43,1
38.76.70.104,1
191.4.146.37,1
219.182.33.189,1
202.231.103.142,1
145.210.206.12,1
198.87.238.211,1
145.26.92.58,1
215.48.108.172,1
165.106.220.37,1
87.189.248.128,1
203.33.77.189,1
142.111.200.125,1
215.223.73.108,1
58.217.49.154,1
201.133.247.57,1
192.233.88.51,1
201.169.101.125,1
149.170.56.195,1
1.7.176.159,1
166.61.180.3,1
199.10.11.3,1
129.11.104.27,1
162.228.127.174,1
159.58.120.213,1
57.85.177.111,1
90.243.33.10,1
193.211.92.69,1
143.101.159.18,1
1.227.231.207,1
135.78.46.59,1
204.134.123.157,1
197.251.168.204,1
27.147.76.204,1
187.219.180.43,1
45.48.188.2,1
177.76.75.31,1
168.123.241.200,1
56.15.48.62,1
12.109.120.210,1
101.194.216.255,1
135.6.135.28,1
179.129.65.76,1
29.67.240.208,1
24.77.199.91,1
176.197.234.246,1
68.231.193.198,1
24.155.143.215,1
83.65.56.64,1
103.76.113.19,1
144.9.107.43,1
157.36.33.206,1
214.147.184.104,1
221.242.238.176,1
81.72.162.143,1
78.16.109.153,1
85.128.25.152,1
150.159.54.217,1
101.71.123.135,1
101.13.50.33,1
212.39.45.186,1
47.244.123.159,1
23.153.210.197,1
67.148.217.235,1
132.131.65.26,1
69.66.18.30,1
166.33.162.171,1
192.163.21.15,1
24.236.46.46,1
213.127.239.119,1
158.38.124.135,1
64.240.52.229,1
161.97.6.149,1
36.10.21.254,1
204.120.79.191,1
203.140.123.189,1
60.41.142.26,1
73.103.195.78,1
205.85.112.187,1
191.39.221.164,1
222.3.54.119,1
9.99.170.64,1
191.243.19.165,1
45.156.78.190,1
42.236.106.5,1
156.251.12.190,1
203.202.172.216,1
205.9.255.110,1
24.204.237.4,1
47.112.93.87,1
132.231.127.180,1
47.98.205.222,1
162.143.120.27,1
186.254.101.185,1
104.114.246.194,1
40.110.6.11,1
201.47.2.147,1
44.216.199.127,1
105.237.10.7,1
191.49.60.252,1
195.110.34.25,1
171.145.203.160,1
121.121.238.165,1
66.133.52.104,1
61.26.221.228,1
45.240.141.119,1
161.10.254.183,1
180.213.149.89,1
208.239.112.213,1
77.26.199.206,1
79.124.69.82,1
29.19.91.79,1
80.214.93.160,1
123.123.240.194,1
195.151.185.76,1
206.123.105.27,1
185.29.66.70,1
38.123.152.18,1
92.224.157.140,1
161.8.16.119,1
25.224.118.69,1
89.5.32.90,1
20.202.14.34,1
28.122.74.190,1
45.80.128.86,1
221.109.203.255,1
216.214.97.30,1
159.82.135.75,1
182.21.33.246,1
66.84.241.11,1
222.137.89.50,1
68.131.48.87,1
162.52.173.251,1
162.254.24.156,1
23.33.63.4,1
152.11.107.53,1
13.67.118.219,1
68.226.65.85,1
144.120.212.235,1
30.149.211.177,1
121.195.78.91,1
88.204.214.250,1
51.38.215.101,1
209.190.17.76,1
219.188.5.244,1
219.50.32.122,1
197.110.95.61,1
142.166.40.153,1
52.196.52.92,1
130.209.110.243,1
20.79.11.163,1
2.168.76.48,1
86.85.95.59,1
152.237.94.134,1
3.166.118.145,1
77.187.108.177,1
48.242.144.179,1
196.176.56.226,1
168.121.169.66,1
204.212.167.88,1
175.70.154.161,1
63.133.28.71,1
185.111.83.59,1
149.251.148.59,1
165.123.224.247,1
206.212.39.192,1
25.63.189.50,1
1.137.98.126,1
176.141.198.95,1
141.208.103.169,1
30.180.86.214,1
5.104.99.40,1
203.153.15.178,1
207.182.194.58,1
176.178.157.77,1
63.229.51.7,1
137.249.53.176,1
14.176.156.17,1
27.129.44.127,1
132.211.208.16,1
130.34.121.60,1
30.98.3.185,1
41.85.193.27,1
122.24.28.191,1
125.54.249.225,1
78.214.127.253,1
137.181.124.219,1
79.166.105.175,1
162.239.170.83,1
73.175.161.75,1
26.173.128.144,1
184.39.206.15,1
52.25.126.90,1
75.57.105.106,1
15.54.204.86,1
129.41.219.105,1
95.226.41.143,1
37.65.245.22,1
172.222.216.113,1
46.153.253.56,1
173.133.181.3,1
11.152.92.208,1
172.76.165.78,1
24.154.43.213,1
62.179.220.163,1
138.205.137.137,1
210.203.252.18,1
28.107.112.167,1
194.181.217.251,1
55.191.188.13,1
31.58.81.101,1
107.66.200.89,1
64.76.35.253,1
31.250.140.182,1
37.232.248.159,1
82.28.202.80,1
179.19.103.180,1
223.238.142.4,1
126.203.183.101,1
119.44.207.55,1
128.184.64.107,1
26.197.9.200,1
198.33.76.253,1
186.129.165.174,1
37.234.96.172,1
157.89.45.91,1
212.225.159.193,1
88.82.183.126,1
97.119.177.37,1
175.130.208.69,1
77.150.86.178,1
40.58.138.184,1
211.90.186.36,1
191.215.181.182,1
31.81.118.230,1
162.169.146.85,1
149.191.225.44,1
54.228.45.126,1
97.182.70.253,1
54.170.211.67,1
35.175.79.185,1
93.226.109.140,1
180.26.138.43,1
12.4.82.249,1
206.1.73.249,1
192.52.239.20,1
131.204.155.199,1
71.28.148.190,1
56.127.129.245,1
117.133.83.167,1
174.7.156.191,1
40.211.161.253,1
63.35.46.196,1
23.155.181.9,1
140.19.28.86,1
5.247.99.34,1
21.251.248.243,1
115.249.10.77,1
78.40.196.15,1
72.83.144.57,1
81.203.227.26,1
90.184.146.62,1
58.238.9.103,1
135.175.229.8,1
16.190.162.103,1
221.10.247.249,1
145.201.180.158,1
123.163.108.210,1
39.223.170.41,1
57.156.218.165,1
60.79.64.149,1
202.137.213.1,1
18.229.146.14,1
60.105.226.1,1
146.99.215.216,1
190.253.215.57,1
88.74.31.48,1
139.69.216.9,1
188.215.97.203,1
77.93.202.62,1
12.166.209.74,1
101.218.103.40,1
64.65.252.32,1
21.100.51.138,1
150.247.185.134,1
137.110.116.63,1
186.68.253.45,1
101.228.120.184,1
4.106.207.59,1
151.22.190.76,1
36.16.200.75,1
26.179.198.244,1
87.73.96.2,1
169.84.234.64,1
33.26.45.73,1
46.60.129.87,1
152.67.14.117,1
8.10.196.62,1
75.73.30.190,1
62.126.53.75,1
25.231.33.32,1
43.239.33.35,1
54.49.215.57,1
80.11.244.24,1
203.28.123.93,1
213.33.106.162,1
26.20.22.222,1
175.185.135.96,1
1.229.213.15,1
50.74.212.242,1
50.70.249.67,1
197.147.102.207,1
1.49.120.54,1
78.224.254.41,1
81.61.144.86,1
99.239.251.249,1
183.89.246.97,1
52.57.77.247,1
157.147.254.186,1
91.231.36.53,1
13.31.177.105,1
122.33.60.170,1
38.24.76.96,1
142.103.63.108,1
100.143.2.231,1
68.254.197.247,1
141.53.202.115,1
36.98.223.119,1
67.235.32.148,1
56.42.101.68,1
191.164.26.55,1
19.188.34.198,1
29.86.157.216,1
122.8.92.232,1
125.118.96.121,1
162.97.174.224,1
41.126.179.15,1
36.254.97.32,1
104.217.236.191,1
65.116.211.202,1
210.68.122.167,1
82.138.178.121,1
160.246.72.155,1
189.208.79.53,1
178.182.170.99,1
36.106.254.182,1
56.134.74.103,1
1.226.160.70,1
42.189.251.28,1
3.135.75.220,1
63.225.216.213,1
128.23.3.75,1
140.200.206.211,1
66.109.148.87,1
4.42.252.177,1
214.150.59.92,1
89.52.56.173,1
56.138.123.151,1
64.239.85.102,1
146.250.24.95,1
189.193.78.228,1
119.60.151.113,1
124.255.112.92,1
48.161.140.40,1
217.77.0.24,1
198.41.196.1,1
45.166.57.112,1
64.64.0.29,1
113.73.2.139,1
167.46.217.145,1
148.178.168.158,1
29.96.6.55,1
146.70.217.169,1
37.40.211.155,1
97.150.25.183,1
81.135.246.242,1
177.243.162.161,1
106.218.183.184,1
44.96.65.100,1
40.34.247.17,1
185.187.92.170,1
85.118.119.199,1
124.36.89.43,1
79.77.179.102,1
45.254.101.103,1
83.132.43.52,1
132.106.185.40,1
160.202.98.22,1
175.52.193.53,1
223.73.226.75,1
190.156.100.99,1
57.240.160.137,1
68.54.106.18,1
177.15.75.153,1
194.198.196.101,1
141.181.106.214,1
218.34.198.20,1
190.166.231.56,1
122.157.144.207,1
123.192.142.241,1
109.62.20.34,1
87.190.186.236,1
210.164.238.217,1
26.152.119.172,1
57.172.163.224,1
160.202.198.209,1
164.168.241.48,1
4.177.88.21,1
194.227.96.34,1
220.205.16.215,1
101.107.98.10,1
140.167.112.126,1
50.67.25.43,1
41.228.235.164,1
168.169.95.111,1
21.213.185.145,1
207.149.166.82,1
145.198.179.77,1
47.96.59.247,1
99.49.4.60,1
181.9.155.38,1
52.103.204.248,1
156.137.122.59,1
135.103.49.154,1
121.193.139.103,1
50.142.76.160,1
191.89.101.173,1
6.10.13.151,1
136.221.235.27,1
157.91.1.136,1
82.121.124.212,1
65.50.28.178,1
44.127.15.210,1
53.178.30.66,1
83.52.50.142,1
57.48.150.182,1
55.53.94.118,1
208.204.24.130,1
23.186.121.114,1
69.30.97.185,1
60.172.115.48,1
4.231.135.98,1
23.242.217.249,1
146.27.172.160,1
27.97.172.32,1
56.147.22.249,1
60.3.53.59,1
91.219.197.235,1
58.167.82.186,1
200.189.21.114,1
6.31.120.46,1
112.184.28.159,1
168.75.82.137,1
10.136.135.1,1
56.169.180.114,1
20.116.214.14,1
1.87.55.220,1
38.105.123.104,1
62.61.85.158,1
24.81.251.114,1
186.12.231.29,1
88.27.46.140,1
79.69.52.96,1
69.195.207.90,1
158.199.0.60,1
182.218.185.54,1
13.149.231.136,1
219.102.64.73,1
116.156.187.1,1
109.117.37.53,1
165.156.199.19,1
123.67.192.23,1
30.151.128.250,1
107.44.36.255,1
44.80.250.164,1
1.252.209.254,1
45.34.170.246,1
57.240.138.206,1
24.29.246.69,1
130.65.119.13,1
203.1.242.32,1
9.209.19.239,1
43.185.204.82,1
149.81.106.151,1
210.196.57.162,1
44.166.11.71,1
173.251.98.5,1
60.215.45.234,1
163.203.156.30,1
157.33.156.18,1
144.151.2.126,1
181.230.64.43,1
21.169.32.5,1
207.220.80.69,1
168.195.236.37,1
200.40.210.158,1
67.150.121.83,1
151.207.237.166,1
56.4.110.222,1
16.98.77.60,1
205.64.21.235,1
172.16.217.126,1
208.242.105.228,1
106.0.230.63,1
58.4.78.123,1
182.8.247.24,1
125.94.156.227,1
85.0.46.219,1
128.112.95.83,1
49.78.13.138,1
119.163.27.12,1
209.178.247.77,1
116.32.249.19,1
129.212.185.134,1
135.181.36.146,1
179.91.8.254,1
119.153.28.222,1
194.250.77.174,1
16.151.243.7,1
209.56.250.32,1
52.234.221.229,1
102.248.127.101,1
194.154.180.99,1
85.243.230.168,1
162.225.77.148,1
203.126.88.132,1
62.231.20.24,1
24.216.11.143,1
88.130.200.6,1
184.112.252.26,1
41.101.5.172,1
208.2.105.164,1
144.132.237.79,1
22.147.201.68,1
87.177.127.66,1
152.71.28.178,1
63.83.184.172,1
77.123.238.23,1
17.254.222.142,1
182.128.73.53,1
129.96.195.44,1
113.204.233.156,1
70.119.215.243,1
138.81.147.7,1
57.198.30.136,1
215.122.42.207,1
223.241.124.29,1
167.197.92.57,1
192.186.50.75,1
89.178.41.176,1
104.45.28.134,1
204.28.52.151,1
162.254.134.171,1
11.125.239.63,1
91.29.120.223,1
163.200.61.228,1
77.15.30.190,1
98.37.1.183,1
25.166.74.222,1
142.174.113.103,1
52.194.150.73,1
106.4.178.127,1
50.95.176.230,1
134.109.64.241,1
82.222.29.254,1
89.149.182.156,1
88.138.180.184,1
36.155.205.223,1
83.178.1.226,1
181.16.56.99,1
185.210.41.82,1
196.6.49.107,1
77.206.122.122,1
4.6.17.84,1
12.124.228.192,1
58.238.87.161,1
22.78.12.131,1
191.60.71.21,1
135.197.186.123,1
179.32.181.72,1
195.245.52.211,1
30.68.62.137,1
183.211.74.221,1
118.15.175.252,1
6.24.130.185,1
145.1.126.81,1
33.192.224.25,1
184.15.10.233,1
190.82.58.125,1
9.165.103.85,1
221.51.58.124,1
16.57.158.33,1
5.84.66.249,1
133.28.98.23,1
139.55.112.163,1
133.52.126.36,1
58.60.105.171,1
53.59.85.15,1
158.181.43.94,1
96.45.39.112,1
215.224.38.221,1
174.136.25.8,1
194.188.150.246,1
101.65.238.202,1
46.6.226.119,1
52.126.158.194,1
196.165.56.124,1
24.246.20.79,1
80.166.165.41,1
78.55.4.29,1
99.176.111.236,1
194.27.85.173,1
197.175.128.139,1
180.131.90.27,1
86.69.243.83,1
99.185.48.164,1
6.3.201.239,1
83.140.249.133,1
223.26.216.100,1
67.226.124.150,1
161.228.37.245,1
97.118.5.202,1
92.30.141.69,1
77.104.120.48,1
178.214.103.151,1
167.99.89.63,1
130.221.87.95,1
68.77.158.34,1
134.205.4.31,1
146.108.92.27,1
24.158.3.136,1
152.32.99.124,1
136.206.153.60,1
92.6.9.169,1
147.89.149.49,1
10.240.222.27,1
57.115.54.180,1
26.17.116.218,1
102.215.219.174,1
136.187.202.61,1
180.76.132.52,1
42.47.55.149,1
174.112.180.247,1
121.107.189.220,1
166.91.153.94,1
62.105.48.192,1
162.12.228.104,1
20.238.175.125,1
167.25.44.70,1
3.204.147.185,1
194.118.155.211,1
145.70.223.199,1
58.13.66.211,1
202.116.143.56,1
13.87.39.59,1
129.73.55.180,1
32.155.239.164,1
84.189.6.30,1
75.131.128.171,1
19.164.100.229,1
143.65.108.4,1
24.173.76.220,1
133.78.177.156,1
82.49.137.233,1
196.130.45.56,1
104.97.209.230,1
49.190.243.197,1
101.54.236.202,1
71.71.135.44,1
203.255.108.111,1
21.24.62.127,1
125.71.115.16,1
33.96.206.37,1
73.75.166.213,1
222.193.99.94,1
199.97.82.19,1
95.171.94.89,1
34.67.49.146,1
29.78.193.119,1
181.81.214.132,1
170.146.195.216,1
133.144.116.40,1
190.84.57.71,1
214.18.212.95,1
156.21.150.99,1
48.235.235.105,1
193.178.253.101,1
99.31.240.18,1
67.92.171.231,1
50.161.44.162,1
83.172.209.178,1
103.107.98.70,1
173.127.44.229,1
222.10.197.161,1
75.61.113.242,1
78.246.117.192,1
199.171.237.150,1
53.140.213.11,1
65.221.246.118,1
178.137.50.7,1
152.243.41.189,1
192.165.243.92,1
66.97.166.198,1
7.253.239.57,1
159.199.161.83,1
73.143.251.16,1
50.176.251.207,1
126.132.137.12,1
11.254.252.41,1
194.152.224.125,1
66.119.173.12,1
46.49.93.196,1
192.220.173.58,1
62.140.155.230,1
91.8.175.232,1
89.81.204.234,1
31.153.228.121,1
61.56.207.74,1
112.19.168.205,1
106.218.11.184,1
106.50.216.166,1
107.130.66.205,1
147.219.251.215,1
101.8.211.242,1
121.89.129.132,1
115.167.146.84,1
56.102.165.193,1
115.38.0.190,1
7.16.19.222,1
3.158.44.8,1
138.29.210.138,1
7.159.101.60,1
154.248.75.140,1
141.252.39.83,1
99.80.61.34,1
161.94.10.60,1
146.224.141.108,1
95.163.39.161,1
79.26.14.77,1
136.55.7.218,1
186.254.202.124,1
24.91.78.234,1
126.172.215.159,1
194.134.155.29,1
98.251.111.135,1
217.55.42.209,1
27.141.199.120,1
5.10.79.40,1
63.219.44.237,1
148.235.15.24,1
21.29.200.207,1
217.27.27.235,1
183.151.169.235,1
54.109.20.108,1
214.128.88.255,1
32.114.132.144,1
149.43.239.99,1
6.89.171.173,1
184.136.40.199,1
153.22.118.196,1
101.112.137.25,1
46.3.91.247,1
190.214.236.104,1
219.159.29.235,1
62.62.159.94,1
92.193.224.131,1
40.55.160.183,1
58.112.133.232,1
148.55.177.130,1
55.178.168.113,1
30.206.146.32,1
11.56.117.118,1
73.67.139.15,1
77.60.149.30,1
13.80.25.11,1
175.165.56.141,1
141.131.22.102,1
179.42.10.230,1
188.48.187.23,1
52.215.75.71,1
133.178.15.205,1
109.185.229.0,1
117.43.223.19,1
181.89.69.130,1
186.188.167.11,1
16.57.19.239,1
71.115.54.188,1
213.188.15.108,1
91.66.161.145,1
213.114.108.78,1
51.208.75.254,1
30.149.203.12,1
110.135.180.249,1
145.240.163.47,1
17.158.107.233,1
142.170.34.219,1
8.76.124.31,1
154.171.207.219,1
155.241.15.84,1
211.154.31.114,1
44.99.80.157,1
154.123.46.3,1
184.78.22.108,1
