ip,count
154.153.213.233,1
2.25.235.213,1
104.242.97.129,1
79.91.10.142,1
162.59.140.239,1
143.2.109.221,1
107.27.95.132,1
13.153.126.75,1
28.214.32.18,1
120.83.181.128,1
164.50.1.103,1
214.223.63.232,1
4.226.32.192,1
95.87.245.224,1
111.148.246.23,1
25.144.25.170,1
185.144.85.63,1
60.239.57.14,1
91.25.94.167,1
109.203.8.243,1
174.179.114.55,1
86.176.121.89,1
65.220.144.190,1
117.195.70.188,1
142.20.235.28,1
163.225.138.87,1
105.45.15.30,1
173.6.241.7,1
34.109.124.72,1
132.111.169.61,1
108.150.211.54,1
35.43.85.21,1
185.170.207.172,1
136.52.100.211,1
64.24.80.7,1
166.11.79.48,1
78.43.8.136,1
120.15.217.158,1
80.186.103.4,1
199.154.13.89,1
201.26.254.237,1
66.92.37.96,1
147.51.79.129,1
75.215.121.200,1
117.240.208.77,1
58.106.117.100,1
223.169.79.154,1
204.249.181.133,1
65.77.223.189,1
110.164.114.252,1
123.172.132.106,1
75.4.172.255,1
90.27.138.43,1
73.110.149.151,1
130.188.204.166,1
195.243.4.11,1
57.125.164.56,1
99.92.36.5,1
121.93.180.2,1
129.250.196.222,1
98.199.0.105,1
162.136.122.62,1
3.195.78.71,1
123.247.194.77,1
123.20.216.119,1
48.17.88.64,1
95.43.197.205,1
92.196.101.86,1
214.50.36.4,1
39.59.89.243,1
16.71.160.84,1
149.26.230.8,1
18.158.96.206,1
5.247.240.96,1
100.16.11.35,1
112.186.230.67,1
118.143.129.251,1
164.253.111.4,1
208.122.148.164,1
115.146.201.27,1
45.207.22.186,1
205.166.15.78,1
202.101.91.185,1
161.232.20.12,1
185.197.138.195,1
72.28.15.184,1
125.153.104.197,1
55.146.135.189,1
195.253.4.26,1
35.135.45.192,1
204.237.245.8,1
167.121.136.80,1
165.126.89.253,1
42.236.51.141,1
70.74.135.135,1
184.123.255.132,1
139.204.235.8,1
50.12.126.247,1
146.3.158.42,1
101.44.218.88,1
198.78.88.19,1
32.230.74.36,1
9.40.243.179,1
42.134.150.80,1
209.10.125.7,1
117.207.149.224,1
86.156.109.173,1
208.217.144.3,1
116.24.221.163,1
135.134.133.222,1
74.120.204.156,1
83.116.77.81,1
57.54.226.58,1
42.15.35.16,1
61.253.32.174,1
222.113.15.196,1
47.140.234.150,1
174.167.29.31,1
139.168.99.168,1
163.63.215.186,1
101.68.205.156,1
169.134.221.120,1
171.75.182.181,1
155.27.117.21,1
56.187.255.88,1
221.66.149.88,1
198.110.232.81,1
126.109.215.51,1
185.133.225.228,1
151.89.44.242,1
83.16.63.217,1
167.91.151.120,1
196.96.9.90,1
117.255.11.146,1
171.82.13.95,1
198.25.137.24,1
16.172.10.179,1
131.88.159.188,1
161.171.186.166,1
112.100.231.15,1
220.226.75.32,1
25.102.126.53,1
192.183.216.114,1
216.2.116.12,1
155.122.118.23,1
34.59.27.7,1
30.176.228.34,1
18.144.64.8,1
96.218.238.24,1
94.9.154.98,1
180.9.215.146,1
114.252.163.212,1
54.149.188.166,1
202.94.100.204,1
219.177.127.64,1
204.0.39.24,1
161.125.234.145,1
161.119.250.241,1
81.82.234.123,1
8.66.228.30,1
83.214.0.212,1
20.219.48.172,1
84.93.135.120,1
140.150.97.43,1
167.243.202.98,1
78.143.124.23,1
220.155.53.69,1
209.251.26.230,1
68.50.215.136,1
155.209.40.158,1
149.6.48.102,1
97.194.124.208,1
10.177.117.146,1
107.216.200.51,1
19.228.245.56,1
69.175.6.223,1
9.209.125.60,1
179.66.225.98,1
178.158.22.48,1
162.49.177.59,1
121.228.98.157,1
107.70.158.200,1
47.167.196.19,1
64.215.142.6,1
39.0.116.36,1
47.210.194.216,1
109.48.31.94,1
61.138.217.145,1
81.0.120.120,1
9.131.76.63,1
89.133.86.1,1
7.4.144.152,1
56.189.224.110,1
8.161.125.219,1
185.188.76.139,1
126.15.63.238,1
32.19.251.9,1
217.49.134.143,1
74.6.158.169,1
9.190.73.242,1
196.251.57.51,1
130.67.247.18,1
111.218.114.193,1
15.76.72.173,1
160.10.117.178,1
49.97.192.241,1
142.46.121.244,1
8.100.72.11,1
20.161.82.172,1
28.33.118.66,1
41.34.175.21,1
168.23.207.11,1
30.121.32.250,1
46.63.224.77,1
186.10.125.220,1
6.208.2.248,1
79.81.220.242,1
176.80.250.78,1
199.139.10.133,1
186.84.33.24,1
213.56.58.81,1
70.181.63.51,1
152.74.214.168,1
59.32.109.72,1
116.193.7.64,1
40.188.31.181,1
207.16.222.186,1
92.106.35.106,1
217.124.167.106,1
135.37.30.97,1
51.90.79.174,1
106.208.126.171,1
190.164.170.112,1
113.54.46.62,1
217.111.195.241,1
19.50.31.183,1
3.97.120.179,1
156.34.207.185,1
142.108.164.246,1
2.132.144.82,1
201.121.2.157,1
82.68.244.97,1
179.97.50.120,1
123.147.6.92,1
203.120.106.249,1
74.5.0.94,1
92.242.52.102,1
214.68.230.3,1
178.137.134.233,1
11.13.104.26,1
104.252.77.98,1
154.248.47.140,1
189.139.226.37,1
115.233.233.36,1
101.207.71.22,1
55.238.135.71,1
162.179.16.23,1
116.223.237.78,1
142.45.49.99,1
43.143.187.15,1
88.7.122.185,1
14.231.207.31,1
163.197.88.194,1
222.24.10.61,1
100.201.151.81,1
114.99.106.91,1
47.145.35.196,1
71.227.129.21,1
43.15.75.191,1
218.44.230.240,1
103.37.240.205,1
133.32.76.222,1
191.252.151.222,1
55.25.97.246,1
147.170.197.147,1
218.194.177.170,1
135.97.4.201,1
14.135.220.2,1
151.79.223.233,1
187.239.228.153,1
54.241.22.170,1
36.24.59.182,1
132.174.69.10,1
88.89.7.107,1
93.231.111.172,1
164.13.61.26,1
210.122.122.98,1
188.205.156.172,1
136.117.1.175,1
95.40.215.51,1
105.52.84.97,1
106.182.6.47,1
52.52.241.230,1
31.212.233.241,1
145.96.47.222,1
161.242.172.62,1
113.175.111.47,1
141.202.79.208,1
113.75.244.239,1
213.41.98.165,1
217.255.99.102,1
161.217.79.124,1
80.66.26.161,1
30.76.9.198,1
201.241.237.147,1
61.182.4.124,1
206.30.211.231,1
143.27.44.35,1
136.221.10.42,1
173.102.7.222,1
168.43.106.8,1
172.253.211.75,1
166.103.207.50,1
213.113.248.144,1
23.63.18.188,1
17.103.214.241,1
149.184.153.6,1
182.199.221.25,1
5.252.195.41,1
205.148.6.131,1
46.26.243.184,1
79.204.126.162,1
52.92.149.217,1
163.90.140.183,1
23.58.35.12,1
58.82.29.116,1
19.220.6.215,1
123.157.203.13,1
74.182.255.191,1
158.127.223.124,1
160.32.35.42,1
119.78.119.155,1
152.164.246.237,1
76.127.92.147,1
89.237.244.136,1
92.104.218.119,1
138.65.167.145,1
65.50.237.71,1
181.68.200.252,1
158.164.48.205,1
87.144.131.210,1
15.175.14.186,1
213.108.24.105,1
165.181.4.114,1
83.40.247.118,1
211.243.20.88,1
184.228.92.183,1
126.6.219.48,1
50.27.222.154,1
192.249.179.137,1
129.41.122.146,1
77.39.119.142,1
184.81.202.235,1
146.252.115.192,1
74.74.179.180,1
210.151.95.73,1
108.106.209.222,1
92.95.37.105,1
200.43.47.224,1
96.72.183.239,1
22.215.210.139,1
116.140.140.167,1
77.187.86.102,1
24.249.47.12,1
218.55.159.112,1
66.72.242.63,1
61.75.138.212,1
159.41.188.22,1
171.52.116.133,1
223.212.106.108,1
98.236.81.4,1
13.57.112.190,1
75.129.76.45,1
166.84.197.121,1
204.63.237.6,1
96.176.6.0,1
83.20.70.176,1
222.39.125.206,1
93.232.246.35,1
141.107.169.25,1
18.143.8.116,1
210.30.6.169,1
19.187.4.11,1
51.189.185.51,1
70.94.96.13,1
195.12.197.81,1
200.240.246.217,1
162.117.115.68,1
80.192.113.199,1
169.175.232.134,1
54.121.81.227,1
193.0.181.232,1
55.1.28.89,1
207.183.106.249,1
111.252.150.99,1
194.249.13.53,1
54.80.220.141,1
197.236.174.21,1
205.139.145.81,1
85.100.220.142,1
141.83.72.36,1
25.194.19.242,1
187.23.76.168,1
183.220.162.130,1
50.75.65.119,1
60.225.92.177,1
34.36.102.148,1
133.70.161.62,1
200.122.250.95,1
54.165.239.168,1
35.232.1.7,1
98.69.25.64,1
2.62.91.46,1
170.18.201.166,1
63.115.14.8,1
197.92.96.187,1
123.135.34.120,1
78.108.171.21,1
205.102.135.3,1
209.178.164.95,1
88.178.53.48,1
125.222.159.230,1
92.87.0.51,1
23.220.161.37,1
124.61.208.20,1
4.248.103.30,1
4.53.38.29,1
130.67.114.121,1
66.114.26.114,1
123.107.9.7,1
121.172.27.144,1
222.241.66.36,1
207.4.180.138,1
9.12.35.186,1
27.222.109.194,1
109.140.15.111,1
201.2.47.194,1
134.38.96.105,1
8.138.119.247,1
75.107.219.228,1
174.174.117.9,1
64.214.249.139,1
111.2.85.152,1
156.102.24.13,1
163.25.186.183,1
163.100.165.94,1
168.50.111.22,1
19.217.162.107,1
100.193.4.168,1
20.54.212.106,1
208.177.94.195,1
46.98.67.81,1
25.198.194.21,1
191.232.133.72,1
66.30.111.236,1
75.130.126.1,1
52.206.164.57,1
29.96.187.174,1
170.122.79.252,1
120.57.91.16,1
54.165.21.206,1
34.190.82.61,1
11.22.133.22,1
168.118.93.58,1
215.43.96.250,1
223.36.233.246,1
87.243.209.206,1
169.47.248.40,1
105.30.158.187,1
73.69.7.3,1
213.219.10.78,1
221.199.5.4,1
158.162.127.165,1
130.100.26.21,1
13.71.179.23,1
183.241.78.121,1
84.154.208.46,1
107.10.118.153,1
73.209.165.93,1
34.23.171.37,1
103.252.246.109,1
190.30.122.231,1
68.66.169.206,1
157.215.244.56,1
185.56.58.157,1
140.31.26.10,1
74.241.61.233,1
42.243.178.244,1
165.199.150.57,1
167.231.205.37,1
27.6.44.41,1
37.74.64.243,1
135.73.225.102,1
157.170.231.248,1
51.244.15.151,1
187.18.146.35,1
105.174.183.5,1
84.126.136.53,1
98.242.182.204,1
58.58.0.53,1
62.205.81.113,1
24.51.18.23,1
219.116.41.219,1
44.130.93.217,1
216.195.71.233,1
153.239.246.206,1
13.72.156.142,1
47.20.6.47,1
66.206.237.71,1
200.5.43.151,1
22.37.114.228,1
130.210.57.181,1
56.59.221.94,1
54.187.5.102,1
167.239.44.79,1
168.3.211.189,1
49.19.113.218,1
173.85.44.34,1
122.138.193.207,1
44.255.141.63,1
107.99.246.85,1
109.72.10.160,1
181.108.243.76,1
155.18.153.166,1
58.149.223.159,1
194.57.164.96,1
9.208.48.251,1
31.44.157.205,1
31.135.11.109,1
119.132.183.158,1
201.91.144.148,1
35.59.112.58,1
135.90.51.53,1
69.93.242.44,1
193.152.26.152,1
128.118.209.180,1
65.33.117.73,1
58.188.207.252,1
47.239.69.211,1
201.63.100.212,1
44.117.47.195,1
52.214.105.121,1
181.73.192.216,1
37.65.85.128,1
219.68.39.53,1
196.157.15.123,1
221.148.171.31,1
148.23.207.75,1
73.220.154.243,1
201.35.24.151,1
1.20.88.7,1
39.44.120.138,1
40.19.212.5,1
112.208.29.216,1
142.87.209.58,1
56.92.216.68,1
149.213.52.34,1
208.36.223.28,1
121.147.100.199,1
190.56.236.106,1
139.191.93.27,1
128.168.238.212,1
162.65.42.20,1
107.189.17.224,1
90.252.78.175,1
193.19.83.141,1
38.21.83.72,1
5.82.19.104,1
63.220.28.132,1
194.91.65.252,1
86.212.195.1,1
28.152.89.11,1
134.64.230.87,1
85.116.163.189,1
158.91.181.235,1
33.66.154.121,1
217.149.156.35,1
76.182.117.7,1
109.175.56.202,1
93.2.247.8,1
162.10.41.171,1
152.38.173.162,1
61.190.120.61,1
52.66.192.252,1
154.1.238.252,1
26.145.84.250,1
79.84.147.161,1
105.150.176.144,1
171.115.157.154,1
98.55.217.148,1
39.138.13.103,1
148.126.133.187,1
35.148.201.211,1
131.58.163.199,1
115.115.46.155,1
184.145.243.227,1
138.163.2.226,1
25.31.134.225,1
157.1.137.109,1
69.30.71.244,1
32.24.55.195,1
9.204.150.12,1
7.15.250.248,1
159.45.104.87,1
11.160.122.170,1
1.51.236.10,1
120.90.73.19,1
58.172.203.41,1
16.239.171.230,1
106.243.153.196,1
177.54.40.143,1
145.137.193.196,1
186.63.198.158,1
50.42.173.221,1
78.210.154.69,1
16.246.66.40,1
8.119.76.231,1
30.89.155.34,1
25.249.51.129,1
99.139.28.242,1
209.252.51.57,1
22.21.7.51,1
43.0.20.160,1
12.21.62.232,1
208.122.219.85,1
50.63.153.135,1
36.13.197.151,1
106.96.242.190,1
64.155.38.203,1
200.189.190.86,1
63.54.180.225,1
46.98.212.140,1
164.248.95.93,1
156.58.209.125,1
164.245.24.61,1
142.25.9.162,1
13.155.58.250,1
41.50.234.16,1
17.43.105.185,1
1.88.35.98,1
151.99.182.160,1
2.48.166.95,1
68.185.157.170,1
206.132.12.200,1
102.131.122.181,1
98.45.189.7,1
13.74.235.219,1
28.144.40.100,1
134.170.76.77,1
12.32.236.105,1
125.188.115.193,1
136.178.151.217,1
133.87.56.175,1
137.194.88.146,1
98.246.224.1,1
120.20.5.218,1
145.244.20.145,1
158.62.34.159,1
77.155.92.234,1
84.189.99.161,1
89.113.198.88,1
209.66.244.165,1
151.230.35.217,1
171.31.1.37,1
101.236.154.220,1
98.132.192.7,1
198.58.164.150,1
114.39.51.167,1
76.186.94.205,1
216.236.5.98,1
197.183.132.82,1
176.167.120.220,1
209.90.147.183,1
109.170.61.186,1
209.128.206.194,1
64.28.188.104,1
205.14.189.108,1
42.169.204.92,1
216.7.226.98,1
201.66.186.79,1
177.37.42.77,1
94.98.156.185,1
216.148.55.92,1
130.124.27.66,1
63.203.48.106,1
22.247.105.23,1
183.19.219.9,1
59.7.204.93,1
60.65.40.198,1
163.238.32.225,1
170.245.70.244,1
52.88.12.85,1
64.175.31.166,1
47.239.137.102,1
207.98.140.250,1
59.121.204.9,1
144.55.173.17,1
64.22.215.181,1
89.166.47.158,1
56.18.219.121,1
6.111.233.0,1
82.246.153.21,1
149.160.102.27,1
123.130.183.35,1
160.147.2.243,1
48.143.21.171,1
34.61.136.35,1
40.220.155.224,1
125.255.142.38,1
91.138.168.111,1
101.44.128.124,1
136.110.17.81,1
217.225.121.41,1
159.72.231.88,1
208.197.23.39,1
66.90.164.188,1
15.229.223.126,1
77.173.26.30,1
48.235.244.14,1
47.7.229.112,1
177.253.72.88,1
52.74.244.57,1
14.51.122.12,1
87.214.138.58,1
222.98.18.142,1
181.197.51.86,1
16.155.54.78,1
50.218.162.157,1
54.144.175.120,1
50.68.70.53,1
198.25.188.21,1
34.145.128.55,1
111.53.130.184,1
204.219.34.212,1
218.138.71.231,1
12.117.230.82,1
168.35.20.193,1
40.151.168.146,1
15.3.219.86,1
115.189.85.49,1
128.17.138.49,1
177.56.113.41,1
222.21.76.210,1
128.158.47.10,1
144.114.28.220,1
188.0.215.118,1
99.107.71.234,2
152.48.179.123,1
76.213.39.60,1
185.133.225.108,1
188.251.100.85,1
202.178.116.31,1
95.140.45.62,1
35.91.88.73,1
31.46.22.115,1
15.29.88.223,1
129.181.52.174,1
64.52.159.137,1
77.31.99.21,1
158.4.94.111,1
170.213.197.98,1
150.196.137.116,1
204.121.8.8,1
182.129.124.137,1
96.150.199.246,1
213.126.199.90,1
153.191.219.131,1
9.221.181.140,1
166.122.56.24,1
39.207.221.163,1
213.34.241.229,1
136.227.107.106,1
77.207.243.124,1
180.230.248.23,1
91.120.126.149,1
74.56.16.39,1
52.221.83.99,1
219.187.169.188,1
221.161.156.244,1
163.26.187.250,1
145.14.154.43,1
66.179.46.10,1
31.95.23.173,1
76.126.123.159,1
116.247.145.77,1
86.8.163.232,1
106.169.49.156,1
111.221.239.242,1
137.25.241.98,1
6.181.0.213,1
201.1.41.43,1
63.164.7.94,1
99.11.90.93,1
93.250.41.153,1
102.145.71.0,1
137.253.89.163,1
162.174.233.125,1
204.111.243.179,1
125.128.187.102,1
191.218.156.140,1
180.89.55.112,1
21.180.131.79,1
151.200.40.211,1
172.134.222.249,1
65.117.219.28,1
3.25.193.247,1
207.220.55.143,1
191.2.161.0,1
196.81.65.92,1
221.171.127.58,1
198.229.212.157,1
140.143.93.162,1
60.170.16.209,1
147.101.220.114,1
106.198.196.37,1
67.1.3.253,1
221.224.235.67,1
142.225.243.206,1
82.115.151.165,1
157.95.118.200,1
95.12.104.117,1
156.183.224.182,1
187.154.208.93,1
42.197.154.72,1
151.2.253.148,1
42.76.227.174,1
112.71.200.19,1
89.220.88.140,1
184.213.23.27,1
87.186.55.176,1
13.212.56.4,1
1.93.192.42,1
142.85.82.213,1
86.93.88.52,1
69.184.55.242,1
199.163.110.207,1
15.175.218.201,1
76.235.198.211,1
46.115.224.76,1
28.220.234.225,1
146.157.225.231,1
206.149.155.251,1
154.122.134.78,1
212.54.101.156,1
96.7.132.83,1
134.230.33.247,1
195.13.21.181,1
155.41.233.69,1
208.20.153.14,1
161.143.23.249,1
31.1.1.234,1
184.53.85.50,1
188.62.30.233,1
43.107.228.179,1
123.48.177.117,1
23.178.93.49,1
129.49.108.151,1
97.47.254.225,1
171.198.6.208,1
155.217.134.143,1
153.154.224.3,1
167.165.102.99,1
133.195.117.126,1
126.69.132.171,1
38.202.15.106,1
135.84.102.46,1
47.202.164.108,1
168.32.252.156,1
8.178.2.222,1
119.115.87.173,1
45.199.140.121,1
204.124.217.212,1
111.70.183.213,1
123.75.127.149,1
2.17.28.14,1
8.165.30.216,1
208.81.201.248,1
139.20.99.111,1
4.122.229.78,1
102.27.57.173,1
101.12.145.30,1
164.7.83.67,1
103.173.60.238,1
155.244.247.185,1
161.71.9.50,1
210.177.37.163,1
56.70.193.185,1
145.95.132.107,1
150.46.61.193,1
201.170.217.76,1
209.221.205.226,1
147.3.187.184,1
50.64.254.24,1
152.58.58.53,1
184.215.78.175,1
82.3.205.3,1
50.75.156.19,1
38.102.49.177,1
7.81.214.175,1
211.142.147.74,1
17.108.64.161,1
4.72.73.170,1
142.23.254.36,1
55.94.5.81,1
149.112.251.235,1
216.110.75.14,1
210.181.133.83,1
46.232.93.108,1
126.179.9.37,1
1.65.167.233,1
80.250.58.204,1
182.168.177.51,1
58.60.77.147,1
61.19.117.12,1
212.215.145.39,1
211.79.218.18,1
71.132.131.70,1
110.90.170.247,1
155.56.178.205,1
66.156.170.138,1
94.177.126.252,1
156.159.14.13,1
184.107.0.206,1
160.55.140.163,1
102.185.102.44,1
31.53.245.243,1
193.189.51.93,1
104.48.95.194,1
112.172.41.194,1
205.30.179.158,1
73.54.242.248,1
140.188.23.115,1
61.128.189.66,1
202.218.15.186,1
195.41.75.197,1
120.213.108.103,1
180.9.170.196,1
54.55.79.241,1
113.67.90.10,1
9.225.136.180,1
92.50.36.25,1
85.16.130.45,1
181.73.133.95,1
217.181.98.65,1
128.189.37.109,1
196.20.192.101,1
15.148.6.203,1
62.238.135.23,1
52.221.216.224,1
106.164.12.159,1
129.51.12.134,1
110.176.39.16,1
2.96.225.119,1
38.186.86.248,1
89.102.254.199,1
157.64.80.129,1
115.194.191.192,1
208.8.80.37,1
125.16.105.87,1
117.192.209.108,1
12.191.166.151,1
123.45.66.210,1
50.241.61.8,1
90.239.20.67,1
1.133.208.229,1
194.145.68.167,1
53.3.127.88,1
150.250.207.39,1
113.102.95.94,1
64.83.3.33,1
50.155.18.223,1
60.75.219.141,1
59.153.123.144,1
136.64.106.168,1
85.204.56.205,1
34.215.110.189,1
9.215.222.23,1
10.246.164.101,1
188.247.224.48,1
20.14.70.230,1
38.114.72.123,1
125.33.65.90,1
73.230.221.93,1
205.70.208.75,1
143.1.239.248,1
218.173.7.14,1
72.49.154.236,1
208.94.93.141,1
211.186.95.124,1
171.215.249.59,1
180.212.79.73,1
41.172.55.67,1
183.151.80.10,1
115.103.84.159,1
75.172.231.146,1
214.206.127.204,1
14.234.50.78,1
22.157.40.204,1
207.38.133.53,1
34.92.145.54,1
72.212.19.51,1
46.1.242.180,1
33.232.134.229,1
146.58.142.147,1
104.96.44.56,1
4.234.160.65,1
18.204.248.97,1
197.99.8.186,1
83.236.173.39,1
174.89.216.209,1
43.45.115.144,1
124.48.146.16,1
115.34.207.51,1
36.135.146.114,1
23.136.170.126,1
125.221.184.11,1
77.218.161.156,1
161.44.243.12,1
199.29.138.81,1
9.254.193.180,1
176.142.187.104,1
95.159.39.201,1
211.94.202.250,1
200.138.223.143,1
147.171.197.130,1
219.93.55.103,1
5.38.243.50,1
80.83.181.199,1
72.27.152.52,1
25.43.182.57,1
79.244.206.127,1
102.54.243.67,1
198.125.91.9,1
133.49.197.35,1
223.8.66.86,1
11.40.171.130,1
206.45.237.162,1
176.2.226.151,1
77.64.27.72,1
90.59.118.54,1
113.235.120.80,1
40.61.172.95,1
68.250.3.104,1
208.124.0.229,1
36.103.223.21,1
55.142.89.17,1
207.249.86.143,1
106.0.39.121,1
31.39.82.144,1
48.108.87.211,1
211.49.179.106,1
14.140.47.37,1
82.19.202.148,1
10.249.24.165,1
2.23.208.181,1
86.160.125.50,1
134.218.53.165,1
146.253.194.119,1
89.165.72.240,1
212.152.25.78,1
159.235.199.139,1
143.81.78.112,1
42.151.101.160,1
8.75.25.0,1
20.75.89.232,1
2.237.52.29,1
215.70.179.213,1
68.163.175.195,1
129.93.111.198,1
185.67.57.237,1
103.95.171.180,1
9.96.39.55,1
132.123.254.79,1
100.210.190.92,1
