ip,count
197.37.156.21,1
75.96.64.65,1
183.248.50.120,1
171.229.115.1,1
64.129.227.160,1
1.132.234.73,1
70.108.167.69,1
51.135.77.195,1
11.125.192.57,1
131.194.246.84,1
96.195.240.210,1
214.75.158.246,1
17.177.138.175,1
21.246.198.188,1
16.33.26.166,1
137.121.165.18,1
46.76.215.154,1
60.68.158.198,1
157.7.234.77,1
165.34.199.35,1
195.169.219.58,1
176.53.34.91,1
64.179.238.127,1
42.8.85.25,1
62.195.11.14,1
3.162.92.41,1
132.162.36.162,1
164.230.240.126,1
18.175.78.76,1
88.199.129.153,1
221.64.104.150,1
100.181.80.207,1
10.98.197.193,1
15.231.167.240,1
176.88.224.251,1
201.159.199.178,1
149.149.78.62,1
130.99.112.24,1
14.253.250.59,1
45.102.96.218,1
116.225.52.222,1
3.34.49.28,1
151.2.122.187,1
172.84.149.169,1
50.204.191.226,1
91.149.42.33,1
163.121.109.83,1
186.228.25.103,1
189.40.155.114,1
54.191.239.91,1
62.183.148.175,1
19.253.182.192,1
62.106.189.35,1
219.163.181.87,1
27.151.231.9,1
31.27.183.177,1
35.193.110.162,1
152.127.113.90,1
186.190.105.164,1
153.12.121.15,1
34.252.226.163,1
43.137.190.224,1
46.246.62.140,1
43.5.204.216,1
212.220.143.13,1
75.39.216.74,1
3.186.233.132,1
172.90.174.189,1
172.147.233.17,1
136.6.174.147,1
200.236.217.70,1
62.87.183.211,1
99.236.201.199,1
199.145.155.254,1
71.218.252.81,1
58.110.104.35,1
182.1.99.166,1
101.152.71.54,1
157.173.67.242,1
123.244.46.224,1
40.229.212.58,1
137.189.180.218,1
102.105.151.135,1
88.69.235.148,1
195.83.233.158,1
193.141.217.116,1
1.61.95.26,1
136.247.77.140,1
58.93.113.6,1
38.162.254.230,1
47.44.249.167,1
148.157.106.66,1
94.16.11.179,1
132.206.204.94,1
32.217.124.106,1
82.30.171.52,1
155.116.83.211,1
158.47.96.111,1
22.203.234.98,1
189.46.133.118,1
5.107.97.134,1
50.192.24.93,1
70.125.212.53,1
89.28.33.168,1
89.164.84.181,1
106.49.69.62,1
117.247.252.222,1
16.125.33.87,1
147.220.244.238,1
218.239.9.144,1
150.54.227.43,1
150.98.221.174,1
160.107.94.195,1
205.39.169.13,1
59.244.119.217,1
170.113.55.83,1
37.31.194.68,1
55.15.157.127,1
146.149.73.50,1
17.148.36.34,1
114.0.97.157,1
146.68.138.90,1
76.71.191.144,1
39.196.24.27,1
37.100.222.27,1
215.213.244.14,1
197.77.54.224,1
136.62.124.72,1
81.181.82.47,1
151.222.142.99,1
80.182.30.62,1
173.73.234.34,1
149.204.157.12,1
153.28.204.86,1
35.23.160.207,1
60.53.29.22,1
171.6.26.225,1
32.15.13.174,1
50.40.183.177,1
133.146.105.224,1
203.31.186.58,1
181.78.93.25,1
148.130.19.101,1
81.198.37.254,1
24.162.158.161,1
86.71.131.81,1
106.244.252.131,1
157.4.110.245,1
187.20.76.123,1
45.99.48.11,1
27.244.24.88,1
18.52.91.240,1
33.197.53.186,1
217.108.190.169,1
125.213.167.203,1
28.139.148.74,1
99.5.84.45,1
89.151.201.159,1
26.114.249.158,1
81.84.64.141,1
64.18.231.110,1
217.72.159.155,1
159.113.241.36,1
18.215.66.178,1
80.15.159.0,1
84.243.164.124,1
184.194.10.177,1
150.175.66.135,1
167.117.236.136,1
67.24.31.41,1
9.158.226.55,1
211.31.21.58,1
108.80.142.108,1
19.66.223.137,1
60.179.208.223,1
87.173.122.72,1
196.30.17.183,1
170.33.214.235,1
128.103.164.108,1
13.240.84.50,1
8.234.14.198,1
169.230.131.195,1
223.210.77.141,1
94.52.191.159,1
213.35.236.156,1
135.106.25.204,1
58.127.117.97,1
35.108.26.181,1
99.178.27.58,1
8.93.192.46,1
118.20.210.68,1
125.2.108.24,1
76.215.103.42,1
126.120.220.185,1
67.77.242.121,1
178.201.63.5,1
77.85.122.37,1
109.160.122.102,1
182.238.95.242,1
145.148.110.1,1
91.90.100.59,1
20.221.183.128,1
68.246.108.228,1
49.238.224.3,1
153.95.206.234,1
20.143.24.253,1
55.164.142.199,1
204.240.202.77,1
135.129.142.140,1
89.190.30.132,1
104.178.189.166,1
162.48.162.216,1
58.89.160.253,1
179.169.1.185,1
207.243.100.195,1
37.236.75.118,1
208.253.79.177,1
177.70.96.149,1
44.171.93.138,1
117.45.64.53,1
136.34.52.139,1
124.15.40.101,1
23.48.161.250,1
140.172.44.74,1
215.103.224.100,1
135.239.150.94,1
179.244.12.72,1
137.222.54.164,1
114.243.124.125,1
160.159.200.172,1
55.203.15.211,1
106.130.46.167,1
177.235.128.145,1
52.54.144.10,1
130.15.62.8,1
81.79.10.11,1
190.133.233.139,1
39.150.181.20,1
209.210.237.142,1
104.14.99.169,1
197.196.156.189,1
89.127.85.66,1
154.3.109.88,1
104.11.247.1,1
154.100.11.143,1
155.179.136.189,1
61.81.242.74,1
14.220.163.26,1
112.102.48.218,1
75.22.8.58,1
12.32.54.90,1
3.229.191.48,1
22.67.243.148,1
26.203.69.79,1
83.48.82.89,1
70.4.150.96,1
78.122.115.81,1
133.237.252.2,1
85.48.211.71,1
195.236.139.62,1
133.11.112.155,1
107.242.30.212,1
164.98.46.93,1
107.123.106.244,1
29.99.255.174,1
37.246.206.191,1
123.111.60.195,1
24.200.121.108,1
129.122.245.25,1
145.104.108.182,1
52.222.192.187,1
214.112.181.55,1
202.185.146.31,1
183.36.235.32,1
15.235.50.25,1
161.166.254.50,1
172.127.139.81,1
167.206.190.162,1
191.238.142.98,1
122.36.254.126,1
194.15.134.120,1
116.240.41.223,1
73.9.104.85,1
154.170.6.64,1
92.114.128.12,1
22.247.217.18,1
163.85.70.38,1
22.73.118.92,1
60.57.55.112,1
112.156.86.154,1
47.102.150.178,1
79.118.55.156,1
119.125.253.224,1
106.175.133.245,1
46.118.171.210,1
92.188.120.97,1
108.89.0.192,1
222.135.166.213,1
67.244.97.238,1
114.10.184.239,1
166.67.123.34,1
98.23.227.127,1
103.166.142.87,1
135.246.96.65,1
82.96.42.200,1
90.255.39.154,1
188.224.215.60,1
22.113.85.106,1
120.36.120.67,1
100.244.80.201,1
176.139.149.240,1
49.229.169.248,1
3.80.189.201,1
66.235.226.35,1
143.28.197.135,1
116.177.246.39,1
200.38.131.184,1
99.19.92.159,1
84.16.142.142,1
109.173.4.249,1
82.92.62.141,1
31.152.148.170,1
57.63.68.206,1
39.24.82.127,1
77.243.229.20,1
184.75.80.27,1
212.186.67.193,1
172.243.63.134,1
165.170.151.95,1
215.138.205.45,1
71.157.168.199,1
91.19.200.168,1
8.112.205.122,1
209.74.69.207,1
144.225.200.135,1
169.241.10.166,1
19.215.37.226,1
221.236.193.211,1
138.152.47.204,1
22.217.69.19,1
92.239.108.30,1
162.28.198.127,1
139.168.14.16,1
132.6.186.250,1
65.100.241.52,1
60.39.69.134,1
145.72.114.151,1
3.231.157.176,1
53.96.22.216,1
36.53.198.136,1
55.208.57.11,1
104.13.19.173,1
204.156.94.32,1
60.46.38.148,1
204.32.81.209,1
26.252.232.143,1
67.137.229.106,1
220.168.62.187,1
195.218.61.193,1
126.72.173.136,1
162.134.71.173,1
119.96.172.121,1
15.98.63.103,1
99.65.83.213,1
169.191.254.55,1
128.77.114.125,1
146.238.34.250,1
189.138.33.210,1
2.68.112.55,1
195.239.192.161,1
125.39.164.147,1
85.119.114.245,1
30.213.212.230,1
169.40.32.182,1
134.131.195.255,1
42.35.81.0,1
49.98.247.159,1
95.74.48.117,1
137.0.178.192,1
155.55.88.197,1
5.235.71.171,1
173.220.148.121,1
30.40.236.220,1
67.94.69.144,1
21.170.164.140,1
27.113.224.244,1
68.192.17.217,1
187.76.30.36,1
29.7.174.28,1
130.40.79.199,1
116.137.113.180,1
219.121.102.200,1
28.4.150.17,1
97.157.35.47,1
172.43.175.191,1
69.197.101.239,1
132.37.42.14,1
5.171.202.180,1
51.145.74.132,1
2.170.24.243,1
14.193.96.110,1
77.205.130.38,1
10.35.73.74,1
14.34.136.196,1
156.203.134.78,1
36.207.185.226,1
30.233.27.253,1
184.170.58.95,1
116.48.19.27,1
114.129.73.7,1
38.168.76.4,1
31.174.124.185,1
15.237.47.178,1
85.239.108.250,1
24.227.24.141,1
75.33.208.90,1
86.135.176.149,1
107.38.128.241,1
11.29.36.161,1
46.171.223.129,1
157.15.144.90,1
54.55.235.214,1
64.31.28.138,1
68.209.207.201,1
98.135.80.231,1
77.63.108.12,1
91.105.61.14,1
80.174.25.218,1
153.67.33.175,1
162.213.87.224,1
203.62.104.39,1
14.227.231.87,1
139.175.244.187,1
53.224.82.224,1
169.169.14.201,1
19.64.38.205,1
61.122.180.136,1
147.82.195.9,1
148.133.150.72,1
8.2.118.23,1
160.101.85.28,1
201.165.7.110,1
114.88.11.64,1
82.1.74.137,1
218.214.227.222,1
95.12.173.12,1
7.242.16.73,1
211.22.206.254,1
163.201.160.244,1
190.184.4.232,1
47.148.248.107,1
149.63.99.241,1
160.109.144.234,1
80.71.179.175,1
179.86.227.101,1
116.177.224.149,1
133.226.137.218,1
124.157.112.54,1
148.9.35.165,1
91.2.208.129,1
211.116.231.243,1
178.38.86.35,1
65.126.68.32,1
86.254.13.97,1
18.204.126.198,1
117.201.64.124,1
50.143.187.192,1
125.126.126.77,1
36.21.179.4,1
126.24.130.124,1
193.93.5.14,1
77.180.210.28,1
104.180.93.241,1
25.105.241.205,1
143.33.214.6,1
43.50.75.56,1
121.80.248.159,1
25.155.22.161,1
203.91.174.187,1
193.209.243.105,1
91.31.211.185,1
209.90.68.174,1
68.205.154.243,1
218.243.195.35,1
198.93.32.135,1
46.89.141.13,1
4.145.144.161,1
136.47.123.210,1
55.80.137.154,1
40.107.70.47,1
152.226.234.169,1
120.149.122.5,1
154.140.31.193,1
57.130.236.193,1
169.46.141.85,1
4.229.186.219,1
151.148.49.215,1
107.144.93.202,1
190.10.73.37,1
163.112.209.106,1
109.248.116.61,1
113.107.183.8,1
66.26.92.159,1
125.226.125.177,1
60.124.85.214,1
20.251.107.153,1
180.201.226.5,1
32.52.166.151,1
146.233.137.171,1
185.156.135.176,1
163.61.42.97,1
26.142.125.55,1
131.11.154.1,1
191.208.134.75,1
68.151.7.119,1
14.67.153.121,1
24.186.100.147,1
203.89.78.15,1
61.62.207.231,1
60.204.107.8,1
110.131.8.124,1
200.41.206.83,1
11.218.126.66,1
27.159.245.32,1
218.140.6.179,1
83.113.174.78,1
105.204.141.47,1
108.85.91.173,1
141.191.209.19,1
76.45.77.187,1
17.239.85.186,1
110.43.68.97,1
223.61.60.105,1
180.234.161.161,1
54.140.111.26,1
64.131.35.18,1
35.231.40.254,1
118.190.4.36,1
121.125.36.125,1
57.137.217.170,1
6.120.243.248,1
93.87.242.154,1
26.221.70.21,1
20.208.239.30,1
173.45.250.3,1
10.117.178.12,1
151.194.56.212,1
47.20.159.141,1
118.234.255.149,1
84.238.66.84,1
26.173.169.162,1
208.9.118.81,1
153.105.64.218,1
171.252.192.49,1
78.192.46.11,1
147.28.110.167,1
16.5.138.252,1
58.4.212.16,1
117.168.223.169,1
42.228.221.170,1
82.129.193.208,1
125.192.20.212,1
21.218.196.5,1
26.74.226.212,1
89.202.254.49,1
211.181.156.124,1
143.33.2.16,1
19.23.103.188,1
175.172.195.37,1
214.170.24.228,1
156.9.3.163,1
15.106.37.84,1
170.10.71.26,1
178.216.238.97,1
120.163.39.50,1
145.94.212.56,1
112.236.134.250,1
210.137.190.107,1
29.0.89.10,1
220.200.20.234,1
21.188.202.73,1
61.246.222.171,1
135.245.19.132,1
155.55.48.139,1
216.95.224.85,1
84.72.28.228,1
168.173.115.4,1
86.234.136.228,1
180.39.17.126,1
219.198.54.222,1
107.126.234.157,1
91.10.125.7,1
165.233.158.70,1
46.56.195.10,1
169.112.101.58,1
119.150.191.9,1
53.113.249.97,1
130.11.75.32,1
99.113.51.181,1
35.129.152.235,1
128.245.48.188,1
47.52.42.45,1
21.209.62.137,1
152.64.53.196,1
103.1.175.52,1
31.54.15.142,1
52.126.100.222,1
177.29.175.113,1
79.167.1.217,1
212.221.137.105,1
148.13.234.123,1
199.36.151.193,1
126.27.88.39,1
40.127.234.119,1
114.97.74.66,1
49.139.25.42,1
165.29.222.252,1
139.83.236.69,1
61.199.197.61,1
134.58.174.30,1
166.66.125.111,1
154.56.66.22,1
198.68.5.240,1
217.160.66.33,1
112.82.142.146,1
80.248.227.39,1
190.201.224.134,1
137.135.252.85,1
118.163.128.23,1
199.97.236.173,1
220.220.38.100,1
133.231.159.241,1
61.122.168.163,1
181.22.250.221,1
82.123.201.97,1
20.58.145.84,1
85.195.187.165,1
103.37.54.37,1
196.213.170.34,1
191.122.181.251,1
215.101.22.134,1
35.81.80.137,1
144.242.10.227,1
33.110.84.2,1
151.36.201.162,1
165.223.204.115,1
54.99.66.166,1
164.170.75.141,1
14.22.202.34,1
50.113.178.225,1
87.95.61.163,1
129.57.59.127,1
128.8.76.23,1
11.160.163.143,1
47.254.100.61,1
38.72.138.186,1
191.196.42.246,1
141.236.73.65,1
182.71.105.50,1
177.179.156.237,1
54.65.13.150,1
184.247.40.50,1
153.226.22.112,1
204.34.35.42,1
150.141.226.170,1
116.110.94.28,1
72.233.192.60,1
155.141.96.144,1
107.130.213.195,1
206.181.197.79,1
73.235.65.11,1
140.123.49.152,1
30.123.85.144,1
172.54.84.67,1
143.73.39.31,1
22.209.191.31,1
63.229.167.115,1
86.248.35.175,1
101.55.222.183,1
12.43.94.103,1
209.68.25.15,1
170.187.212.187,1
208.23.100.205,1
218.52.77.167,1
100.135.95.52,1
29.114.177.242,1
130.14.41.68,1
38.22.15.161,1
58.219.241.199,1
64.216.230.24,1
200.163.139.167,1
212.145.89.102,1
109.234.132.86,1
99.1.135.79,1
22.18.152.36,1
121.250.255.126,1
62.174.115.30,1
44.177.195.105,1
223.126.9.129,1
41.20.81.47,1
219.10.186.244,1
46.53.154.10,1
5.252.168.140,1
129.146.37.121,1
101.108.25.12,1
68.155.233.1,1
72.65.35.127,1
135.127.209.131,1
88.149.34.136,1
179.255.119.69,1
118.133.85.29,1
76.177.7.65,1
136.51.116.89,1
94.58.129.223,1
11.64.83.105,1
141.85.223.56,1
208.4.16.76,1
148.102.130.36,1
47.134.169.165,1
24.80.4.112,1
7.101.200.28,1
79.170.180.23,1
186.74.49.110,1
148.78.16.33,1
29.208.128.8,1
114.147.255.254,1
82.181.181.220,1
130.213.154.250,1
3.234.8.204,1
74.182.228.65,1
13.134.97.2,1
77.117.47.81,1
55.129.39.113,1
120.229.119.92,1
141.2.99.244,1
172.147.155.97,1
151.129.135.19,1
141.192.216.68,1
60.73.165.232,1
94.73.221.135,1
184.241.126.187,1
5.86.91.146,1
92.21.151.132,1
79.186.217.167,1
71.7.150.246,1
118.188.72.50,1
3.228.30.98,1
51.184.37.145,1
133.98.105.3,1
178.179.250.123,1
135.242.218.92,1
212.181.130.131,1
79.210.121.20,1
54.77.144.169,1
182.135.8.45,1
195.79.157.243,1
58.145.7.118,1
159.86.23.182,1
129.18.69.207,1
94.252.161.65,1
200.97.248.67,1
24.117.136.223,1
182.167.130.109,1
162.149.182.123,1
6.68.52.242,1
141.124.127.27,1
201.158.198.73,1
140.131.56.132,1
149.15.53.136,1
13.191.53.126,1
75.3.142.122,1
161.238.39.35,1
81.5.6.218,1
17.146.242.136,1
124.220.24.171,1
29.121.92.191,1
89.206.195.15,1
156.98.171.24,1
27.161.14.88,1
195.60.7.217,1
74.91.129.149,1
125.111.79.228,1
1.105.81.123,1
75.212.94.244,1
110.58.115.95,1
130.228.123.112,1
56.2.47.20,1
184.207.218.11,1
161.252.25.13,1
171.101.40.148,1
109.252.214.114,1
114.185.63.41,1
154.159.195.100,1
80.74.59.78,1
194.26.138.62,1
117.160.170.103,1
170.219.190.74,1
74.210.254.153,1
35.2.243.71,1
82.98.185.6,1
94.234.34.184,1
75.126.90.12,1
18.74.33.175,1
18.136.72.76,1
17.148.106.239,1
172.75.187.72,1
190.0.240.122,1
167.43.60.248,1
154.75.107.42,1
65.213.106.166,1
216.197.88.36,1
105.170.112.105,1
70.211.74.242,1
25.173.27.175,1
65.181.116.180,1
64.15.52.66,1
161.72.252.189,1
109.120.201.225,1
108.21.221.125,1
78.222.98.116,1
68.233.69.168,1
124.173.114.22,1
35.10.236.16,1
63.182.52.212,1
103.27.130.97,1
40.224.239.192,1
156.37.127.112,1
209.145.71.95,1
21.111.28.249,1
201.20.176.117,1
90.127.241.247,1
89.31.175.53,1
2.24.207.154,1
142.86.248.93,1
215.201.252.219,1
1.219.151.181,1
153.52.82.60,1
62.157.142.244,1
102.40.150.15,1
36.1.153.0,1
14.145.113.147,1
177.123.127.151,1
137.33.8.200,1
223.168.147.14,1
123.171.253.38,1
105.30.64.190,1
169.186.75.255,1
155.154.244.31,1
106.128.133.180,1
88.207.158.15,1
94.25.75.49,1
25.150.88.250,1
10.23.84.27,1
62.81.26.3,1
204.188.145.109,1
173.118.57.196,1
53.151.254.132,1
108.185.230.226,1
106.32.141.225,1
66.131.124.243,1
62.155.2.114,1
189.93.44.240,1
126.238.94.134,1
62.204.227.94,1
195.3.56.25,1
167.23.225.58,1
183.208.245.210,1
133.134.230.8,1
23.63.31.11,1
112.144.146.51,1
73.29.117.105,1
28.40.74.165,1
42.71.232.191,1
29.109.207.59,1
25.175.160.219,1
17.57.77.103,1
96.7.54.84,1
177.102.43.39,1
34.70.66.51,1
6.91.48.113,1
223.189.95.55,1
116.207.189.170,1
9.104.41.121,1
195.12.105.197,1
115.179.139.244,1
31.115.92.117,1
68.106.240.69,1
104.24.11.241,1
144.57.172.83,1
115.15.119.101,1
162.12.209.224,1
133.216.147.118,1
118.108.96.124,1
108.178.42.98,1
90.231.238.234,1
85.230.100.208,1
146.109.116.80,1
150.199.116.224,1
38.249.76.2,1
17.253.55.66,1
191.175.102.57,1
67.134.117.75,1
219.136.104.153,1
66.88.240.126,1
193.119.148.20,1
181.75.69.62,1
172.93.230.66,1
87.84.65.13,1
126.248.208.201,1
130.151.3.99,1
151.63.113.217,1
120.228.79.199,1
88.222.253.175,1
129.131.87.119,1
160.10.29.133,1
36.158.140.241,1
161.103.245.7,1
91.162.43.112,1
100.21.134.183,1
143.102.102.25,1
195.238.126.158,1
150.129.84.0,1
29.99.250.170,1
187.14.74.124,1
33.138.49.70,1
38.50.84.26,1
17.196.170.228,1
223.107.163.254,1
41.65.39.220,1
134.55.200.137,1
167.51.246.34,1
109.78.34.161,1
222.122.121.28,1
215.103.0.102,1
131.190.203.218,1
56.38.254.243,1
211.201.141.47,1
76.164.17.183,1
4.83.207.48,1
146.221.216.34,1
207.37.43.12,1
177.168.21.91,1
43.80.212.175,1
67.76.55.32,1
123.143.4.80,1
191.209.95.38,1
55.250.54.143,1
59.226.155.54,1
166.133.124.23,1
1.224.122.56,1
157.242.157.76,1
76.82.193.111,1
129.21.187.26,1
10.17.97.68,1
181.201.103.110,1
88.41.202.140,1
32.48.99.87,1
82.13.18.16,1
78.158.72.49,1
18.80.151.54,1
178.94.96.63,1
218.2.8.118,1
120.254.88.231,1
113.194.142.212,1
39.128.246.48,1
185.35.112.100,1
142.79.244.188,1
109.227.179.176,1
171.33.84.157,1
30.165.13.96,1
132.214.127.235,1
89.165.63.144,1
190.89.217.103,1
108.5.110.176,1
130.249.167.242,1
171.181.248.172,1
112.97.232.91,1
77.158.42.136,1
47.52.143.198,1
78.120.209.244,1
124.188.233.205,1
203.195.154.4,1
66.214.212.212,1
15.145.32.67,1
51.109.196.239,1
24.12.72.244,1
98.82.63.117,1
115.198.92.208,1
173.231.111.61,1
76.120.249.150,1
1.58.152.1,1
147.181.225.64,1
176.145.220.217,1
32.244.11.124,1
52.32.121.235,1
2.201.14.247,1
88.228.177.42,1
159.221.12.233,1
138.90.61.160,1
145.251.0.129,1
182.185.129.0,1
213.124.228.37,1
159.190.172.234,1
182.212.46.20,1
184.130.242.100,1
153.148.187.162,1
213.25.205.123,1
182.134.29.101,1
81.66.90.156,1
95.242.111.35,1
1.60.247.101,1
122.126.35.91,1
108.89.47.188,1
104.182.95.156,1
157.56.61.108,1
17.153.212.65,1
147.243.4.225,1
144.239.210.255,1
149.90.14.175,1
20.242.68.54,1
38.71.51.130,1
221.235.90.59,1
27.154.195.78,1
165.58.194.24,1
75.249.84.220,1
149.194.141.80,1
156.187.182.34,1
48.2.251.161,1
68.161.47.23,1
22.219.108.130,1
122.11.195.184,1
141.228.2.95,1
12.183.118.222,1
216.184.43.16,1
163.60.41.249,1
96.240.129.251,1
221.5.110.53,1
40.221.79.153,1
42.83.25.23,1
101.71.212.217,1
133.12.225.107,1
81.182.108.32,1
79.67.221.144,1
160.172.72.86,1
52.49.149.43,1
205.114.91.87,1
26.183.41.35,1
19.250.115.104,1
4.130.224.223,1
34.191.11.228,1
5.99.135.138,1
100.207.247.152,1
122.65.194.97,1
133.174.203.47,1
88.224.100.27,1
218.3.160.207,1
71.88.119.241,1
119.98.196.148,1
49.165.122.132,1
76.36.86.252,1
138.243.89.47,1
85.252.225.64,1
37.166.163.178,1
137.97.136.184,1
21.67.121.15,1
123.90.160.109,1
207.26.209.241,1
137.152.162.25,1
12.75.118.29,1
162.63.27.104,1
194.96.224.240,1
28.62.140.3,1
207.38.252.60,1
93.238.100.52,1
194.134.28.166,1
89.20.159.121,1
145.201.111.121,1
149.232.6.71,1
44.136.17.98,1
143.142.222.227,1
84.85.85.43,1
216.195.26.99,1
179.181.139.176,1
154.167.174.143,1
30.72.173.213,1
42.190.31.136,1
15.150.8.200,1
31.24.123.102,1
216.112.199.48,1
35.172.218.192,1
63.156.38.162,1
13.206.127.220,1
87.177.251.131,1
102.74.2.201,1
21.230.4.216,1
184.120.173.176,1
90.59.231.187,1
173.141.223.226,1
121.230.65.149,1
28.199.111.206,1
111.15.103.189,1
155.77.2.134,1
189.86.77.73,1
140.4.131.51,1
62.186.183.248,1
34.34.196.177,1
88.135.156.92,1
181.12.50.126,1
4.91.209.135,1
178.165.63.171,1
165.40.202.178,1
139.8.76.24,1
212.213.104.160,1
12.182.228.132,1
64.235.117.83,1
223.100.114.77,1
151.199.140.214,1
17.129.84.121,1
215.19.210.249,1
158.70.169.5,1
203.225.185.43,1
164.202.112.77,1
138.35.161.148,1
116.8.186.227,1
156.189.59.244,1
212.185.250.142,1
187.240.122.158,1
189.42.107.130,1
129.93.170.133,1
183.90.182.122,1
218.244.45.242,1
47.202.245.220,1
