ip,count
30.225.32.34,1
119.76.85.219,1
205.29.105.106,1
92.194.127.173,1
134.195.78.188,1
73.128.206.233,1
47.133.143.60,1
201.34.14.165,1
6.7.10.9,1
65.188.12.12,1
115.224.60.12,1
52.200.164.201,1
31.184.21.158,1
214.124.107.214,1
92.18.251.24,1
158.77.246.185,1
192.36.178.125,1
165.23.185.231,1
45.27.64.107,1
106.107.176.37,1
144.11.123.245,1
199.236.241.43,1
170.123.30.181,1
80.49.221.46,1
124.231.91.108,1
65.236.177.43,1
216.238.60.122,1
185.214.140.119,1
146.214.231.84,1
131.249.61.133,1
149.78.149.162,1
191.228.218.185,1
168.234.232.116,1
5.167.127.42,1
4.20.139.27,1
62.239.2.93,1
19.185.56.146,1
59.201.111.163,1
186.45.251.95,1
196.208.85.226,1
206.128.107.123,1
141.78.19.1,1
13.113.100.87,1
75.201.11.178,1
192.230.72.140,1
88.83.148.91,1
82.201.117.47,1
92.87.191.17,1
200.153.142.213,1
104.162.92.39,1
17.57.113.153,1
128.130.109.146,1
179.99.54.191,1
185.233.142.81,1
145.144.71.230,1
14.38.162.151,1
145.125.42.74,1
149.20.159.203,1
209.31.126.206,1
35.63.167.80,1
145.229.195.163,1
131.218.239.51,1
26.129.133.73,1
193.141.165.210,1
200.226.153.131,1
170.252.175.46,1
151.3.52.115,1
70.12.57.12,1
124.232.67.4,1
23.173.143.248,1
188.86.12.29,1
166.114.45.120,1
94.24.227.210,1
156.82.42.5,1
145.17.78.49,1
90.173.98.254,1
77.16.212.117,1
31.130.205.39,1
15.181.4.105,1
178.184.67.156,1
95.48.36.192,1
192.90.61.139,1
218.225.49.135,1
45.247.58.199,1
25.151.203.141,1
11.54.78.45,1
142.21.195.69,1
120.99.8.100,1
76.226.78.237,1
64.152.22.30,1
179.172.163.16,1
40.101.224.83,1
104.145.88.169,1
55.94.230.141,1
200.192.20.45,1
109.137.119.171,1
197.108.99.137,1
24.254.7.233,1
122.86.176.100,1
64.3.72.124,1
216.5.10.114,1
185.171.39.78,1
171.231.31.54,1
57.147.55.64,1
48.213.89.196,1
22.239.132.250,1
219.34.69.252,1
96.109.131.91,1
79.16.33.26,1
117.14.220.92,1
5.241.17.201,1
113.75.186.30,1
123.182.174.252,1
220.225.45.109,1
195.52.235.249,1
79.110.136.103,1
207.149.159.31,1
193.166.152.141,1
193.110.163.238,1
34.48.239.59,1
187.56.15.12,1
204.148.220.27,1
128.14.235.58,1
82.199.241.232,1
164.131.217.252,1
27.246.98.13,1
52.79.84.73,1
136.36.164.54,1
221.52.123.117,1
111.10.101.52,1
40.185.138.19,1
19.191.124.158,1
28.103.232.71,1
149.135.26.70,1
122.11.87.155,1
109.195.157.91,1
205.208.178.90,1
77.199.44.112,1
129.164.180.34,1
145.88.80.93,1
210.248.44.178,1
175.137.136.152,1
53.246.165.122,1
148.129.1.191,1
97.90.232.24,1
63.195.110.104,1
91.66.236.72,1
66.68.160.200,1
15.200.171.65,1
100.8.244.63,1
161.27.89.163,1
58.4.205.83,1
147.38.93.192,1
95.125.113.231,1
105.148.37.222,1
35.254.63.179,1
217.243.62.88,1
7.151.136.182,1
146.114.17.72,1
148.10.189.166,1
66.83.156.28,1
198.102.49.141,1
96.60.208.48,1
8.22.240.186,1
210.61.148.90,1
65.31.7.16,1
54.100.203.189,1
17.54.234.161,1
114.54.158.8,1
27.149.88.212,1
3.138.20.139,1
56.224.131.173,1
209.37.42.123,1
65.205.66.82,1
193.113.112.95,1
3.236.236.207,1
193.187.24.38,1
73.242.123.73,1
209.143.103.9,1
218.153.254.106,1
107.192.13.6,1
99.125.47.118,1
220.209.193.53,1
18.117.17.75,1
163.105.14.52,1
29.137.6.15,1
64.178.229.19,1
93.237.237.191,1
180.198.89.49,1
20.15.91.137,1
55.67.129.154,1
146.165.26.28,1
130.45.159.154,1
176.212.64.178,1
4.238.98.155,1
71.226.251.15,1
22.19.52.209,1
33.105.221.231,1
192.198.26.7,1
101.254.149.164,1
35.18.194.190,1
182.162.71.189,1
171.63.82.129,1
16.36.253.205,1
41.222.172.235,1
85.116.4.189,1
134.9.66.179,1
176.168.88.48,1
28.84.172.89,1
51.2.33.254,1
195.220.179.161,1
181.149.145.80,1
124.53.8.146,1
106.214.201.1,1
66.221.97.163,1
205.79.252.104,1
129.155.224.210,1
98.71.120.42,1
73.73.80.104,1
72.3.230.202,1
69.11.61.27,1
10.114.11.72,1
115.128.60.131,1
106.209.25.189,1
154.2.73.91,1
114.200.251.51,1
135.81.183.226,1
138.201.135.201,1
37.30.74.88,1
134.36.31.191,1
202.187.145.212,1
153.56.128.4,1
143.155.170.1,1
131.64.106.191,1
141.143.179.92,1
29.178.125.172,1
103.24.11.242,1
58.206.227.177,1
205.59.189.60,1
38.64.251.27,1
117.176.130.220,1
44.13.182.36,1
149.21.94.154,1
36.87.166.188,1
198.82.224.210,1
200.160.177.226,1
52.240.226.106,1
45.192.121.209,1
128.82.209.180,1
30.24.19.24,1
157.208.156.157,1
199.98.230.97,1
60.208.25.13,1
39.16.210.254,1
68.200.149.143,1
31.230.170.166,1
164.119.52.237,1
104.127.238.61,1
17.237.142.138,1
169.14.117.93,1
113.224.5.154,1
30.136.107.200,1
133.1.42.160,1
169.204.51.79,1
84.200.227.91,1
20.220.14.255,1
212.221.19.156,1
183.135.44.74,1
111.169.184.54,1
93.95.33.70,1
204.162.251.25,1
209.71.39.191,1
196.62.206.235,1
49.252.7.3,1
157.97.127.177,1
84.27.32.199,1
98.140.187.144,1
6.178.24.2,1
202.162.137.13,1
103.123.118.74,1
118.120.231.45,1
117.153.45.182,1
155.224.31.236,1
217.3.123.104,1
68.27.191.228,1
59.4.56.36,1
188.223.113.145,1
82.35.110.190,1
183.66.211.211,1
187.28.145.161,1
93.239.64.32,1
142.87.62.104,1
182.88.255.242,1
109.142.31.137,1
204.108.0.69,1
40.68.40.134,1
112.62.162.107,1
26.135.255.32,1
67.165.111.209,1
115.224.197.124,1
165.173.179.238,1
165.124.104.63,1
3.31.135.136,1
79.234.230.42,1
15.142.227.60,1
191.44.179.192,1
153.131.250.193,1
186.137.3.146,1
75.91.32.207,1
171.208.54.129,1
79.161.213.88,1
200.77.53.70,1
108.115.30.141,1
191.155.163.114,1
125.141.146.64,1
5.100.198.101,1
28.137.33.158,1
134.54.25.71,1
145.204.90.249,1
68.52.23.205,1
148.203.150.1,1
184.27.53.8,1
173.70.89.77,1
74.181.212.200,1
119.213.172.117,1
63.126.10.0,1
77.247.73.247,1
202.240.182.104,1
21.189.127.126,1
146.184.101.62,1
210.160.82.88,1
101.23.182.14,1
70.158.76.28,1
155.170.81.85,1
185.246.190.9,1
180.48.238.169,1
17.11.79.73,1
11.33.175.216,1
179.238.96.245,1
104.58.125.144,1
67.195.108.26,1
42.239.127.235,1
185.30.60.52,1
161.205.123.210,1
8.249.140.211,1
198.38.182.136,1
119.175.207.85,1
192.57.218.47,1
207.9.202.222,1
10.80.27.134,1
101.118.201.142,1
174.244.43.51,1
6.129.67.74,1
123.28.248.247,1
31.21.76.96,1
188.148.58.125,1
207.230.222.74,1
160.227.70.13,1
207.226.31.106,1
76.84.219.14,1
204.92.227.190,1
92.136.93.20,1
81.225.195.58,1
215.39.239.25,1
177.71.82.47,1
19.85.104.109,1
59.43.99.69,1
94.18.173.247,1
63.111.202.255,1
89.121.243.234,1
123.56.217.5,1
194.254.177.39,1
66.3.20.250,1
157.191.27.242,1
79.189.118.133,1
139.143.239.147,1
170.54.210.146,1
24.222.168.165,1
208.189.62.100,1
56.19.245.118,1
142.156.227.213,1
200.35.44.196,1
178.40.211.33,1
187.29.232.55,1
46.253.180.240,1
2.57.72.130,1
121.166.41.131,1
26.111.17.75,1
13.74.167.199,1
81.252.195.77,1
41.192.11.114,1
156.196.75.147,1
60.254.129.251,1
41.11.96.139,1
96.88.54.41,1
110.56.180.170,1
121.33.81.136,1
43.79.94.229,1
68.203.193.91,1
173.41.85.42,1
76.76.25.152,1
122.222.119.54,1
137.248.214.255,1
194.57.4.171,1
30.85.76.124,1
130.39.156.79,1
212.230.21.87,1
202.10.101.177,1
82.116.93.139,1
141.19.92.202,1
47.6.18.90,1
130.181.120.163,1
192.123.249.91,1
66.245.28.103,1
158.77.27.148,1
220.200.52.168,1
219.210.111.9,1
31.130.170.147,1
133.88.122.5,1
39.168.204.77,1
6.56.212.161,1
58.34.32.79,1
49.199.22.24,1
141.21.108.183,1
177.71.203.175,1
86.116.226.11,1
140.55.176.131,1
61.229.95.253,1
128.184.29.28,1
196.66.204.219,1
137.42.214.71,1
92.182.42.114,1
139.205.51.119,1
7.18.171.177,1
41.161.133.116,1
4.93.203.11,1
145.75.156.111,1
202.34.118.6,1
111.193.142.24,1
154.218.9.39,1
194.176.167.164,1
43.9.45.235,1
193.80.201.134,1
179.108.132.248,1
186.36.251.129,1
57.243.33.26,1
150.150.57.125,1
5.250.8.177,1
58.86.36.119,1
13.90.204.143,1
159.115.101.106,1
140.80.69.187,1
150.91.189.203,1
77.13.147.91,1
122.201.127.92,1
68.8.53.239,1
106.187.123.230,1
72.193.248.234,1
82.5.62.100,1
99.156.87.251,1
60.234.47.75,1
188.143.110.249,1
106.112.65.9,1
89.133.198.180,1
111.178.220.170,1
146.253.7.162,1
53.148.54.111,1
210.180.134.152,1
91.220.124.70,1
48.127.117.137,1
111.219.196.164,1
71.138.251.198,1
219.38.43.106,1
111.74.177.227,1
106.61.6.154,1
23.223.72.179,1
152.221.26.173,1
40.95.7.89,1
50.254.254.29,1
17.37.20.16,1
67.58.239.34,1
64.136.10.227,1
161.81.81.208,1
18.86.24.45,1
181.54.230.221,1
115.140.167.24,1
210.131.159.53,1
6.247.67.231,1
54.64.217.12,1
156.5.145.124,1
35.103.78.95,1
206.199.255.8,1
31.159.204.155,1
81.215.119.3,1
218.132.181.115,1
153.82.41.130,1
186.177.84.21,1
193.228.85.184,1
29.195.187.244,1
159.40.44.81,1
25.225.96.39,1
88.220.198.229,1
59.82.97.202,1
13.122.243.51,1
140.234.120.101,1
73.251.117.229,1
174.4.94.105,1
215.241.115.50,1
206.193.59.93,1
112.171.178.54,1
222.115.123.236,1
171.106.190.78,1
159.175.33.161,1
16.46.58.196,1
61.196.179.70,1
56.118.166.8,1
112.194.51.156,1
201.222.100.238,1
198.108.120.80,1
111.107.69.238,1
175.60.62.27,1
80.145.114.193,1
60.208.17.25,1
211.78.209.19,1
75.215.155.118,1
47.151.231.55,1
99.118.17.76,1
29.57.182.65,1
58.161.202.89,1
71.222.102.5,1
118.248.194.19,1
146.50.184.161,1
44.171.44.242,1
75.64.153.101,1
37.98.23.74,1
123.212.145.211,1
20.25.87.36,1
144.140.253.175,1
191.123.100.206,1
28.134.117.94,1
165.102.161.78,1
80.172.140.235,1
133.132.6.0,1
170.244.6.100,1
112.232.98.161,1
86.16.208.170,1
205.241.84.171,1
102.246.14.176,1
126.216.227.151,1
19.55.85.140,1
99.109.49.29,1
172.153.168.142,1
11.154.87.204,1
131.240.242.161,1
169.13.30.70,1
51.123.183.195,1
55.111.67.24,1
98.228.12.169,1
106.102.73.212,1
94.249.197.0,1
185.84.25.83,1
52.1.120.67,1
114.224.88.252,1
110.82.234.164,1
29.211.150.62,1
206.145.191.125,1
125.131.116.37,1
176.121.153.211,1
193.254.238.215,1
37.32.143.239,1
42.136.50.90,1
119.190.11.197,1
106.235.42.239,1
178.159.83.122,1
97.66.133.127,1
135.136.8.66,1
76.63.75.166,1
107.70.27.86,1
10.171.183.32,1
62.92.125.196,1
176.48.172.44,1
77.145.178.184,1
70.251.131.174,1
45.62.114.176,1
89.90.51.222,1
26.26.22.249,1
97.229.93.157,1
80.54.115.232,1
74.62.64.61,1
73.33.26.32,1
166.152.144.92,1
129.252.124.13,1
212.207.8.98,1
72.176.244.95,1
88.141.114.184,1
74.197.82.252,1
91.70.66.134,1
143.31.160.78,1
27.8.247.28,1
64.69.0.190,1
30.30.61.67,1
26.181.1.241,1
88.29.213.222,1
29.98.166.13,1
55.119.246.112,1
209.132.57.175,1
115.130.233.78,1
207.200.41.126,1
98.165.97.110,1
101.71.47.231,1
45.176.137.22,1
42.151.66.181,1
122.44.232.174,1
196.193.247.174,1
160.109.30.190,1
52.22.62.242,1
84.109.219.62,1
152.239.120.157,1
203.145.63.150,1
192.110.73.187,1
95.74.63.136,1
110.66.75.141,1
187.117.94.185,1
195.41.80.54,1
71.246.247.229,1
5.237.82.187,1
217.36.79.150,1
121.61.46.151,1
81.53.237.54,1
45.150.170.44,1
34.139.51.207,1
23.223.133.19,1
37.151.199.231,1
174.183.248.206,1
79.171.222.94,1
116.155.80.149,1
154.12.108.15,1
174.207.123.12,1
98.193.45.196,1
170.191.146.87,1
1.222.137.53,1
19.145.198.242,1
97.58.205.138,1
114.105.80.2,1
30.35.2.195,1
4.250.44.241,1
181.193.226.108,1
140.31.31.122,1
59.89.70.75,1
172.65.96.55,1
175.234.100.122,1
20.21.246.135,1
2.89.194.34,1
154.43.210.133,1
97.139.170.142,1
169.205.22.25,1
122.73.143.80,1
108.130.172.25,1
139.46.95.177,1
125.25.244.132,1
85.55.48.130,1
196.20.91.233,1
193.10.117.120,1
157.12.186.42,1
115.196.103.163,1
159.208.110.223,1
149.76.101.242,1
194.174.246.170,1
215.246.60.125,1
29.72.170.33,1
52.153.80.80,1
14.124.130.51,1
219.47.17.232,1
192.133.202.40,1
65.106.78.248,1
182.18.169.145,1
142.56.85.158,1
67.133.25.146,1
9.74.196.119,1
150.53.89.79,1
99.152.56.229,1
204.56.27.151,1
200.23.29.92,1
35.213.146.80,1
195.168.254.46,1
99.197.0.183,1
136.68.100.120,1
117.188.150.24,1
15.232.45.193,1
141.13.165.144,1
95.242.21.98,1
212.237.212.115,1
38.227.153.222,1
216.240.197.126,1
156.180.205.107,1
205.44.227.130,1
119.109.130.152,1
36.190.20.154,1
213.92.41.181,1
180.83.112.130,1
88.24.22.157,1
119.228.234.245,1
112.186.188.209,1
218.188.186.214,1
32.85.156.74,1
168.82.162.10,1
131.106.159.144,1
166.124.21.213,1
112.87.79.253,1
117.50.137.182,1
119.234.13.32,1
170.95.242.162,1
99.209.165.192,1
6.56.219.189,1
211.50.22.219,1
14.78.141.1,1
48.149.54.233,1
140.101.143.43,1
67.33.235.126,1
125.65.140.160,1
10.224.198.84,1
100.4.200.181,1
12.16.71.225,1
201.99.119.149,1
116.7.142.131,1
190.168.88.191,1
121.60.43.226,1
37.86.149.233,1
214.136.81.89,1
143.52.19.234,1
133.211.92.68,1
143.97.140.13,1
6.200.36.162,1
138.57.52.23,1
181.92.255.97,1
162.206.50.4,1
113.210.192.252,1
178.46.143.123,1
44.216.5.64,1
46.64.205.48,1
185.104.86.220,1
6.173.0.158,1
116.163.227.105,1
119.82.79.174,1
132.34.205.210,1
103.113.196.217,1
34.46.102.207,1
167.141.177.219,1
10.153.54.164,1
84.185.208.203,1
38.88.233.225,1
133.74.15.31,1
35.121.113.42,1
130.197.120.204,1
201.39.191.170,1
145.13.24.89,1
183.219.68.255,1
52.184.48.49,1
187.47.243.164,1
204.32.107.223,1
103.23.229.234,1
36.148.124.108,1
77.166.253.77,1
154.78.56.91,1
70.154.109.184,1
82.5.171.187,1
6.100.117.57,1
205.163.250.61,1
201.42.178.126,1
98.62.169.206,1
68.210.202.162,1
167.210.74.184,1
100.177.135.248,1
186.138.79.7,1
117.171.67.86,1
158.199.185.13,1
162.39.89.141,1
205.55.164.88,1
102.225.170.112,1
39.139.114.126,1
108.253.97.22,1
163.198.246.65,1
49.214.183.125,1
142.179.238.237,1
157.117.110.172,1
197.45.234.173,1
147.97.164.36,1
28.92.160.231,1
89.115.102.20,1
101.105.175.231,1
196.97.134.28,1
56.239.55.172,1
54.78.164.12,1
97.161.100.101,1
204.136.22.56,1
30.254.5.12,1
23.42.216.208,1
79.190.35.253,1
77.230.7.92,1
6.41.17.209,1
97.139.73.111,1
155.7.153.189,1
104.38.17.36,1
148.99.194.142,1
150.116.124.215,1
98.98.45.90,1
23.235.186.16,1
156.222.46.177,1
78.53.22.130,1
201.90.209.84,1
99.57.239.97,1
110.251.199.138,1
171.247.13.35,1
67.8.188.208,1
37.146.249.17,1
28.111.206.44,1
95.69.78.252,1
33.209.85.127,1
204.95.225.239,1
202.196.102.189,1
72.93.248.81,1
152.195.141.200,1
116.7.34.166,1
205.134.243.118,1
188.169.2.89,1
74.115.95.219,1
218.124.85.60,1
223.216.128.142,1
176.55.125.82,1
210.195.79.130,1
137.74.144.90,1
132.63.124.252,1
67.5.223.70,1
69.207.97.234,1
194.43.114.145,1
42.86.78.14,1
67.129.212.166,1
189.169.127.155,1
174.151.14.141,1
215.199.147.187,1
84.187.129.117,1
60.147.23.121,1
59.92.86.20,1
169.22.191.181,1
38.121.32.54,1
62.255.63.177,1
169.87.86.110,1
16.246.113.233,1
44.241.12.151,1
108.4.21.91,1
126.224.58.149,1
148.140.205.185,1
37.253.95.218,1
196.80.161.192,1
111.19.147.135,1
2.222.246.145,1
45.89.27.34,1
22.49.180.7,1
145.27.120.87,1
140.88.182.166,1
78.117.14.193,1
108.211.174.18,1
64.79.255.142,1
184.225.58.178,1
195.131.213.131,1
215.66.215.113,1
142.249.133.56,1
117.135.161.69,1
77.250.120.152,1
221.215.163.254,1
89.131.101.164,1
78.212.115.25,1
2.217.185.210,1
107.75.198.98,1
160.182.174.87,1
137.120.199.177,1
46.26.100.39,1
90.164.140.74,1
37.235.225.109,1
33.66.153.122,1
9.96.249.120,1
199.104.29.48,1
214.131.45.146,1
69.101.177.26,1
83.62.53.2,1
87.192.88.180,1
108.10.168.221,1
81.87.108.114,1
114.57.146.143,1
109.167.169.104,1
162.49.66.28,1
86.37.38.243,1
178.120.190.240,1
181.49.106.185,1
69.226.167.36,1
100.208.158.228,1
119.205.205.75,1
108.186.175.234,1
85.222.194.167,1
105.154.125.197,1
113.76.152.57,1
91.176.21.125,1
172.155.252.116,1
174.247.60.162,1
48.25.235.237,1
72.68.201.116,1
1.179.25.213,1
13.128.38.236,1
85.24.19.209,1
84.48.161.90,1
116.169.218.19,1
161.73.154.104,1
66.241.203.36,1
130.75.139.241,1
108.139.144.73,1
179.175.215.122,1
36.233.213.114,1
27.46.9.2,1
216.127.218.152,1
35.230.77.113,1
96.90.154.147,1
114.227.124.151,1
150.79.138.60,1
47.29.58.147,1
205.191.111.101,1
108.182.56.127,1
60.166.187.167,1
53.46.84.227,1
60.154.117.30,1
105.18.150.50,1
132.238.185.241,1
36.126.252.198,1
96.123.139.248,1
77.174.253.194,1
194.224.158.221,1
171.128.218.103,1
36.88.179.40,1
154.193.55.142,1
112.48.236.35,1
113.100.212.198,1
114.6.14.15,1
6.225.243.244,1
203.233.104.69,1
69.31.53.132,1
13.139.186.184,1
18.131.153.198,1
27.56.236.254,1
145.148.104.226,1
55.105.108.58,1
201.169.126.93,1
152.83.86.77,1
131.188.111.242,1
167.75.54.184,1
102.143.15.243,1
41.29.192.252,1
103.224.138.116,1
214.243.249.11,1
125.114.67.236,1
105.42.90.90,1
141.5.60.44,1
90.192.167.183,1
222.194.240.188,1
36.169.100.163,1
167.22.187.203,1
113.245.238.136,1
65.252.215.226,1
111.103.99.76,1
205.21.54.100,1
20.70.203.177,1
219.40.156.96,1
121.61.38.26,1
186.148.4.180,1
158.121.59.62,1
191.164.230.152,1
47.17.205.156,1
221.226.154.154,1
22.82.173.106,1
81.121.60.226,1
182.152.199.214,1
105.221.51.54,1
25.228.153.201,1
69.4.1.162,1
169.49.30.145,1
200.91.241.85,1
121.236.73.245,1
45.25.202.231,1
111.54.74.193,1
33.241.40.124,1
132.12.40.113,1
10.205.109.71,1
51.17.202.138,1
170.150.116.119,1
64.82.6.240,1
17.209.9.61,1
80.114.47.176,1
187.164.109.164,1
174.75.234.213,1
52.70.100.35,1
37.160.249.188,1
84.191.141.130,1
97.75.234.185,1
23.229.191.203,1
162.101.6.153,1
11.196.73.155,1
61.69.64.87,1
203.112.110.34,1
62.134.81.106,1
211.37.242.62,1
125.93.45.221,1
22.161.118.189,1
13.20.14.130,1
94.139.163.3,1
188.71.188.123,1
187.0.40.60,1
60.213.233.146,1
148.67.173.243,1
32.61.92.180,1
10.198.223.215,1
80.71.55.165,1
87.21.33.204,1
64.196.238.127,1
102.37.123.140,1
188.149.61.29,1
23.69.86.81,1
79.192.184.104,1
109.184.24.55,1
51.213.230.126,1
15.49.102.23,1
4.56.123.150,1
61.109.175.12,1
188.242.120.19,1
106.14.166.75,1
14.9.37.83,1
7.61.66.2,1
81.173.55.35,1
208.156.146.100,1
199.111.200.21,1
157.122.89.233,1
44.72.98.82,1
7.134.37.5,1
76.14.29.249,1
125.49.183.67,1
143.208.231.67,1
217.198.21.47,1
130.21.28.78,1
26.157.33.203,1
181.205.200.231,1
133.160.97.190,1
137.118.7.62,1
131.195.40.155,1
31.32.153.244,1
174.44.51.164,1
137.204.60.145,1
159.141.252.129,1
35.91.122.179,1
75.111.52.254,1
96.200.89.251,1
20.44.217.202,1
142.110.94.143,1
65.121.194.8,1
95.145.224.53,1
134.0.36.135,1
85.111.211.38,1
100.175.32.166,1
221.12.137.70,1
193.123.249.17,1
26.52.46.77,1
180.115.33.44,1
29.42.234.9,1
45.132.177.245,1
16.100.182.125,1
74.236.49.168,1
110.75.224.98,1
115.97.101.124,1
178.196.106.162,1
57.141.54.189,1
18.75.188.159,1
122.48.76.204,1
176.57.74.16,1
150.158.157.175,1
94.96.23.179,1
20.148.102.4,1
182.18.186.153,1
213.246.138.28,1
39.227.218.100,1
193.73.3.226,1
123.112.106.212,1
210.214.168.228,1
68.218.244.212,1
59.163.239.84,1
36.221.99.122,1
220.153.24.133,1
141.0.47.150,1
140.8.87.161,1
41.150.141.63,1
115.117.42.191,1
139.82.175.151,1
106.98.186.90,1
148.57.244.173,1
157.169.195.209,1
100.7.216.10,1
128.201.175.86,1
26.216.56.137,1
29.156.89.112,1
90.212.220.76,1
94.118.36.214,1
212.6.80.194,1
35.96.20.229,1
40.114.84.87,1
67.144.114.69,1
109.254.142.72,1
114.232.8.218,1
131.207.217.132,1
204.25.207.130,1
122.68.111.252,1
199.126.252.60,1
162.48.19.132,1
123.124.3.54,1
180.43.104.51,1
162.241.149.240,1
55.184.189.154,1
94.56.171.50,1
174.240.197.138,1
90.118.149.205,1
125.214.202.60,1
24.69.198.29,1
99.195.217.75,1
68.45.1.243,1
34.189.147.43,1
154.61.231.146,1
159.134.19.224,1
100.1.148.209,1
20.138.110.42,1
1.186.176.213,1
71.192.207.78,1
213.215.194.91,1
130.104.158.56,1
66.5.246.105,1
29.25.21.90,1
56.106.168.169,1
94.3.209.140,1
159.230.220.3,1
191.6.246.186,1
22.202.21.169,1
35.159.117.36,1
25.15.195.245,1
25.108.58.191,1
49.21.252.188,1
207.62.48.70,1
169.253.243.233,1
158.169.192.138,1
55.149.61.50,1
24.235.14.110,1
220.109.234.113,1
148.242.165.15,1
108.197.74.126,1
27.166.169.53,1
111.99.203.254,1
18.0.95.193,1
42.32.18.87,1
119.53.41.231,1
26.225.168.64,1
85.109.118.82,1
198.191.120.245,1
194.136.105.77,1
169.30.123.200,1
7.210.205.245,1
74.13.183.192,1
220.191.200.235,1
206.33.14.205,1
89.55.178.18,1
35.137.41.114,1
194.142.145.84,1
43.148.12.98,1
163.166.7.245,1
11.181.9.208,1
167.15.34.125,1
29.156.160.123,1
204.119.41.15,1
122.250.76.90,1
217.237.180.134,1
59.98.246.53,1
156.251.69.90,1
85.167.168.117,1
209.78.32.254,1
116.46.33.79,1
48.122.182.201,1
149.203.236.24,1
12.97.101.123,1
157.89.69.114,1
118.150.215.6,1
8.254.46.3,1
81.46.116.225,1
112.98.164.228,1
186.157.152.94,1
116.15.219.143,1
222.87.225.8,1
93.168.140.60,1
20.159.52.236,1
191.76.187.89,1
38.73.79.221,1
5.39.35.55,1
155.241.130.119,1
173.253.248.61,1
164.140.96.118,1
155.55.55.172,1
78.37.89.241,1
50.139.131.78,1
77.223.234.35,1
98.199.111.94,1
129.185.78.222,1
93.56.226.240,1
63.33.24.47,1
134.235.65.157,1
149.234.161.176,1
151.9.85.224,1
10.14.237.115,1
68.6.84.228,1
65.31.145.64,1
113.163.208.211,1
134.68.197.79,1
148.172.85.231,1
187.152.191.69,1
11.168.95.133,1
126.178.52.120,1
77.24.53.159,1
119.43.88.154,1
147.160.190.237,1
205.35.137.177,1
31.131.168.4,1
4.126.156.41,1
195.33.126.80,1
11.197.44.58,1
132.153.61.68,1
125.222.143.158,1
132.88.170.40,1
214.135.84.101,1
107.53.42.52,1
112.234.211.226,1
84.98.106.161,1
198.64.2.93,1
117.77.110.106,1
160.102.189.197,1
164.94.201.201,1
155.90.62.136,1
183.145.219.59,1
190.56.228.123,1
85.185.15.168,1
142.29.64.131,1
75.47.216.14,1
103.137.114.76,1
58.74.16.73,1
211.62.218.149,1
216.149.30.46,1
1.207.35.82,1
195.7.66.102,1
27.238.37.213,1
216.121.228.109,1
141.150.127.136,1
23.139.95.225,1
121.218.130.86,1
64.51.190.92,1
19.109.64.21,1
120.42.225.179,1
197.213.225.56,1
164.135.237.247,1
74.151.191.20,1
85.212.229.79,1
23.9.217.25,1
32.47.112.237,1
108.99.94.103,1
